purchase_id,item_id,buyer_id,price,purchase_ts
1105,1386,15330,144.95,2026-01-30 16:57:52.834819
1106,3935,12736,105.27,2026-01-30 17:02:57.598099
1107,705,9021,103.67,2026-01-30 17:22:18.097222
1108,2460,19389,148.53,2026-01-30 17:00:27.559779
1109,7582,4916,83.26,2026-01-30 16:40:26.606059
1110,5602,14053,173.31,2026-01-30 17:17:40.036264
1111,155,5337,182.11,2026-01-30 16:53:43.840564
1112,98,7377,49.25,2026-01-30 17:07:30.829449
1113,5597,17217,97.27,2026-01-30 17:35:01.830261
1114,467,3205,45.73,2026-01-30 17:18:22.575575
1115,2912,19218,159.55,2026-01-30 17:25:16.434411
1116,3925,2787,74.37,2026-01-30 17:15:43.760674
1117,3573,17748,170.61,2026-01-30 17:15:31.398556
1118,4787,12743,170.01,2026-01-30 16:55:24.635036
1119,7407,233,77.63,2026-01-30 17:34:35.732423
1120,4141,2667,190.75,2026-01-30 16:39:02.813087
1121,1150,4336,23.66,2026-01-30 16:58:03.062870
1122,5763,177,117.51,2026-01-30 16:55:16.575639
1123,6327,13865,105.77,2026-01-30 17:17:58.231859
1124,463,2663,151.28,2026-01-30 17:33:59.299836
1125,847,5099,155.57,2026-01-30 17:06:14.446410
1126,5734,1006,8.55,2026-01-30 17:09:04.000679
1127,3723,7771,49.8,2026-01-30 17:31:04.380844
1128,4907,4380,179.95,2026-01-30 17:23:36.024127
1129,4112,4263,167.19,2026-01-30 17:04:51.555855
1130,1426,3949,48.89,2026-01-30 17:37:37.568667
1131,7104,9069,25.81,2026-01-30 16:52:59.359967
1132,4624,6552,172.23,2026-01-30 17:31:11.550922
1133,1736,5548,35.31,2026-01-30 17:14:30.719035
1134,4376,9825,14.87,2026-01-30 17:17:17.771258
1135,1542,3802,99.38,2026-01-30 16:52:31.392498
1136,1980,6121,131.09,2026-01-30 16:52:15.234233
1137,586,18760,169.45,2026-01-30 16:48:05.054041
1138,4941,18854,189.56,2026-01-30 16:58:36.851581
1139,2648,12648,68.54,2026-01-30 16:36:21.730368
1140,4609,5986,174.96,2026-01-30 17:00:05.905037
1141,1765,3559,111.81,2026-01-30 16:45:45.538533
1142,6950,12950,117.75,2026-01-30 16:40:43.106989
1143,5739,15217,67.07,2026-01-30 17:09:07.862764
1144,1411,16655,33.64,2026-01-30 17:25:09.293209
1145,3939,13132,51.31,2026-01-30 17:28:18.569733
1146,2806,9822,114.9,2026-01-30 17:06:36.913204
1147,1465,18236,128.24,2026-01-30 17:23:06.949601
1148,6096,12994,53.29,2026-01-30 16:50:28.240266
1149,2600,15105,44.43,2026-01-30 17:23:47.852842
1150,5231,12634,107.1,2026-01-30 16:43:56.927947
1151,2934,3373,160.98,2026-01-30 16:47:26.942651
1152,1261,9786,15.64,2026-01-30 16:43:51.294147
1153,2384,2507,94.45,2026-01-30 16:53:59.893584
1154,1138,11965,69.29,2026-01-30 17:06:12.640349
1155,4888,16576,143.45,2026-01-30 17:29:12.525813
1156,2219,4404,145.3,2026-01-30 17:27:57.707568
1157,7283,6949,173.03,2026-01-30 17:35:55.621731
1158,4172,17368,162.97,2026-01-30 17:32:59.129965
1159,5244,7197,71.07,2026-01-30 16:39:08.972667
1160,3815,13946,128.65,2026-01-30 16:54:33.590098
1161,6740,15745,91.78,2026-01-30 17:24:37.169861
1162,2526,18862,174.71,2026-01-30 17:00:17.264783
1163,299,16482,111.81,2026-01-30 16:48:03.426955
1164,5951,3161,111.74,2026-01-30 16:51:20.004003
1165,4803,7080,199.66,2026-01-30 16:59:08.521271
1166,6081,19115,82.17,2026-01-30 17:05:54.721265
1167,6854,4792,33.37,2026-01-30 17:33:21.107249
1168,5065,15203,60.51,2026-01-30 17:32:46.372660
1169,6308,4356,103.48,2026-01-30 16:45:04.333665
1170,2777,2292,24.88,2026-01-30 17:03:16.344397
1171,184,17332,164.62,2026-01-30 16:57:32.644780
1172,5475,2397,46.83,2026-01-30 16:50:54.008742
1173,7328,17763,114.9,2026-01-30 17:30:12.910242
1174,1088,621,134.55,2026-01-30 16:54:22.752288
1175,6998,18048,35.13,2026-01-30 17:07:57.813527
1176,2515,13285,100.06,2026-01-30 17:43:06.629814
1177,4465,742,10.59,2026-01-30 16:52:53.841030
1178,7435,2998,47.41,2026-01-30 16:52:32.516562
1179,2296,19250,148.1,2026-01-30 17:22:16.675740
1180,7862,8770,46.08,2026-01-30 17:34:15.363702
1181,6676,9105,76.13,2026-01-30 17:28:32.433984
1182,7393,6140,57.4,2026-01-30 17:00:25.245614
1183,1154,10103,103.5,2026-01-30 16:45:50.221862
1184,309,11521,186.17,2026-01-30 17:15:50.267262
1185,2384,14560,94.45,2026-01-30 16:58:37.873007
1186,1709,13034,20.14,2026-01-30 16:56:28.548655
1187,7246,1922,121.49,2026-01-30 16:52:26.059307
1188,5074,18997,185.34,2026-01-30 16:58:22.588420
1189,3804,4807,19.59,2026-01-30 17:08:42.023056
1190,2838,18059,182.66,2026-01-30 16:58:46.530018
1191,7834,1808,38.82,2026-01-30 17:15:47.118676
1192,1005,3516,92.55,2026-01-30 17:23:39.237597
1193,7401,18302,104.05,2026-01-30 17:09:53.937494
1194,2092,16453,175.66,2026-01-30 16:59:28.385072
1195,2655,3410,170.82,2026-01-30 17:30:17.583598
1196,7518,8757,160.14,2026-01-30 16:49:37.063957
1197,3254,3492,120.46,2026-01-30 17:04:08.067905
1198,5818,6857,57.81,2026-01-30 17:37:24.718216
1199,7938,7088,147.08,2026-01-30 17:02:28.601396
1200,6815,4396,93.46,2026-01-30 17:28:53.987772
1201,3937,497,190.81,2026-01-30 16:56:11.433169
1202,1892,8959,74.25,2026-01-30 17:06:28.453566
1203,3071,4427,93.11,2026-01-30 17:22:00.646626
1204,21,16280,184.78,2026-01-30 17:04:37.668113
1205,3604,16855,105.33,2026-01-30 16:39:25.910279
1206,6581,12656,188.15,2026-01-30 17:02:02.769917
1207,4723,19743,50.86,2026-01-30 17:25:44.262744
1208,3151,1579,86.02,2026-01-30 16:59:23.380242
1209,3094,6249,65.89,2026-01-30 17:26:09.960714
1210,5452,9581,111.8,2026-01-30 17:17:07.357201
1211,5317,12488,169.68,2026-01-30 17:39:16.675621
1212,5505,3745,13.4,2026-01-30 16:57:33.859594
1213,6472,16507,63.8,2026-01-30 16:39:15.839337
1214,4168,8040,80.74,2026-01-30 17:34:57.031003
1215,812,440,17.71,2026-01-30 16:53:38.540406
1216,2217,5700,9.11,2026-01-30 17:01:42.500109
1217,2882,3900,112.6,2026-01-30 17:13:20.379395
1218,3816,8730,150.53,2026-01-30 16:56:49.147371
1219,184,14286,164.62,2026-01-30 17:20:44.521002
1220,7130,8694,190.29,2026-01-30 16:50:29.541505
1221,5336,16293,20.15,2026-01-30 17:02:41.104311
1222,1492,14867,23.19,2026-01-30 17:13:26.167618
1223,7652,12449,180.45,2026-01-30 16:46:23.004447
1224,6109,3679,16.43,2026-01-30 16:43:44.071197
1225,7854,14611,124.43,2026-01-30 17:34:41.524796
1226,1503,2196,6.97,2026-01-30 17:31:06.595641
1227,4502,10411,17.67,2026-01-30 17:27:33.356904
1228,606,5559,32.6,2026-01-30 17:00:00.037604
1229,4396,15397,120.99,2026-01-30 17:34:20.304474
1230,1162,280,32.36,2026-01-30 16:48:56.066049
1231,6229,15223,58.62,2026-01-30 17:21:41.017749
1232,5068,16434,17.31,2026-01-30 17:14:36.085252
1233,847,10243,155.57,2026-01-30 17:32:37.060480
1234,399,1847,84.66,2026-01-30 17:18:38.124975
1235,6553,452,82.17,2026-01-30 16:52:37.926676
1236,5594,16303,104.1,2026-01-30 17:09:09.768247
1237,7379,8690,44.13,2026-01-30 17:15:44.423139
1238,3007,8557,81.33,2026-01-30 17:14:20.262439
1239,5877,11702,151.46,2026-01-30 17:37:48.035803
1240,3021,11755,26.37,2026-01-30 17:27:00.447537
1241,3672,8110,159.51,2026-01-30 17:15:55.239248
1242,2770,905,109.29,2026-01-30 16:52:48.742202
1243,5312,499,122.77,2026-01-30 17:33:18.010440
1244,1486,17177,103.14,2026-01-30 17:32:36.555426
1245,1479,745,194.79,2026-01-30 17:07:56.484340
1246,1869,3391,182.36,2026-01-30 17:22:22.514415
1247,4258,2488,165.27,2026-01-30 17:00:27.877111
1248,6951,5467,139.76,2026-01-30 16:55:12.524954
1249,2361,8843,124.63,2026-01-30 16:47:25.771836
1250,7651,7135,114.42,2026-01-30 16:56:07.939072
1251,5907,3237,69.88,2026-01-30 17:42:07.849818
1252,2198,14148,103.29,2026-01-30 17:25:41.196364
1253,5955,17829,71.78,2026-01-30 16:53:32.877383
1254,7888,7765,176.75,2026-01-30 17:26:27.948787
1255,6035,15117,184.53,2026-01-30 16:52:45.464147
1256,482,10363,99.65,2026-01-30 17:34:34.624092
1257,4518,16484,68.92,2026-01-30 17:07:45.721190
1258,4317,3759,149.66,2026-01-30 16:53:09.564076
1259,3448,10862,142.3,2026-01-30 17:04:15.097506
1260,1126,10930,135.23,2026-01-30 17:28:53.824303
1261,5188,12586,89.23,2026-01-30 16:46:22.515137
1262,2500,11468,138.18,2026-01-30 16:55:14.205445
1263,5486,11847,193.59,2026-01-30 16:42:33.630974
1264,371,11739,37.25,2026-01-30 17:35:50.074995
1265,5429,17031,105.51,2026-01-30 16:41:55.500151
1266,1281,15693,156.83,2026-01-30 16:48:45.597176
1267,7685,1985,130.72,2026-01-30 17:01:39.440089
1268,5459,13224,139.49,2026-01-30 16:57:54.951064
1269,1749,8507,185.91,2026-01-30 17:26:35.341120
1270,2461,2344,149.04,2026-01-30 17:16:00.910563
1271,6972,6103,72.87,2026-01-30 16:57:39.721387
1272,396,8131,158.4,2026-01-30 17:22:26.749896
1273,152,235,29.95,2026-01-30 17:00:59.018866
1274,2762,10613,75.97,2026-01-30 17:10:58.228885
1275,4946,8665,35.24,2026-01-30 17:41:49.807316
1276,2381,1316,116.28,2026-01-30 16:52:22.603765
1277,3888,19353,194.52,2026-01-30 17:24:59.947422
1278,1388,15660,96.23,2026-01-30 17:10:17.406196
1279,851,5422,30.73,2026-01-30 17:30:19.302430
1280,7103,910,97.1,2026-01-30 17:23:37.331974
1281,875,2647,52.59,2026-01-30 17:15:10.399550
1282,4353,17660,13.8,2026-01-30 17:12:08.697441
1283,2750,3111,16.32,2026-01-30 17:18:16.655164
1284,4098,5617,117.07,2026-01-30 16:50:45.934931
1285,7245,5697,55.35,2026-01-30 16:59:43.638455
1286,3671,19903,147.81,2026-01-30 16:56:40.604527
1287,7807,18792,98.3,2026-01-30 17:38:12.166840
1288,2524,4134,32.95,2026-01-30 17:21:40.801028
1289,2630,17171,161.03,2026-01-30 17:32:13.005523
1290,4105,16161,112.32,2026-01-30 17:32:36.362436
1291,3982,8854,89.59,2026-01-30 17:24:56.583795
1292,1832,7904,123.74,2026-01-30 16:57:03.615492
1293,5370,8009,55.78,2026-01-30 17:19:20.641388
1294,102,18488,64.56,2026-01-30 17:02:30.536926
1295,701,17318,33.72,2026-01-30 17:16:50.711490
1296,3959,19330,77.19,2026-01-30 17:01:35.262791
1297,829,4388,190.31,2026-01-30 16:50:47.081517
1298,4853,14095,195.68,2026-01-30 17:31:00.755243
1299,5537,15624,13.21,2026-01-30 17:34:34.480623
1300,5753,8947,167.26,2026-01-30 16:56:50.921364
1301,1615,7053,26.34,2026-01-30 17:17:01.141858
1302,839,9087,65.37,2026-01-30 17:33:14.981117
1303,6755,3921,114.48,2026-01-30 16:55:29.407891
1304,3890,2456,74.12,2026-01-30 17:40:24.227924
1305,945,13316,114.27,2026-01-30 16:52:22.326492
1306,5381,12738,78.53,2026-01-30 17:26:39.118591
1307,5902,9749,95.74,2026-01-30 16:52:34.635985
1308,3793,8243,67.6,2026-01-30 17:07:22.905528
1309,279,13448,25.44,2026-01-30 17:02:13.197648
1310,344,12291,93.9,2026-01-30 17:19:59.477828
1311,6054,19286,17.29,2026-01-30 17:14:28.610320
1312,6289,14188,70.42,2026-01-30 16:49:12.159842
1313,5769,1621,111.13,2026-01-30 17:02:54.282497
1314,6624,13935,39.86,2026-01-30 17:42:25.643256
1315,5846,5021,186.29,2026-01-30 17:32:27.053244
1316,2238,478,81.15,2026-01-30 16:56:01.821175
1317,7267,7210,95.68,2026-01-30 16:51:22.932079
1318,7955,13669,102.48,2026-01-30 17:26:55.549469
1319,2817,9884,195.63,2026-01-30 16:47:49.758373
1320,4868,10141,81.61,2026-01-30 17:09:13.885419
1321,63,11512,19.23,2026-01-30 17:12:33.072966
1322,4029,8951,178.37,2026-01-30 16:56:36.742017
1323,2435,8822,29.2,2026-01-30 16:53:07.647385
1324,1951,14825,54.7,2026-01-30 17:30:53.948626
1325,4776,1582,121.41,2026-01-30 16:56:29.374396
1326,2171,5223,68.29,2026-01-30 16:59:37.830187
1327,2796,607,133.07,2026-01-30 17:34:36.751977
1328,949,13343,18.07,2026-01-30 16:56:25.174476
1329,301,6666,42.77,2026-01-30 17:09:18.112959
1330,4020,9955,148.72,2026-01-30 17:22:40.809504
1331,3316,3410,33.38,2026-01-30 16:51:40.583598
1332,3483,5564,166.32,2026-01-30 17:10:44.721664
1333,636,3321,34.23,2026-01-30 17:25:29.185786
1334,5173,6830,175.3,2026-01-30 17:22:12.087629
1335,3467,12347,36.94,2026-01-30 17:29:54.236266
1336,2834,1819,111.13,2026-01-30 17:29:26.937031
1337,4055,3022,86.46,2026-01-30 17:27:58.164141
1338,5715,16227,113.87,2026-01-30 17:07:56.798193
1339,1871,16789,58.09,2026-01-30 17:30:13.509222
1340,3007,18639,81.33,2026-01-30 16:54:58.080741
1341,211,456,41.55,2026-01-30 17:45:26.550368
1342,1358,1338,28.81,2026-01-30 17:17:52.746401
1343,2169,11043,117.8,2026-01-30 17:17:07.269338
1344,7463,2356,9.45,2026-01-30 16:48:17.164846
1345,4194,14030,107.28,2026-01-30 16:59:45.320469
1346,3296,17517,79.08,2026-01-30 16:47:52.817010
1347,5843,14160,40.13,2026-01-30 17:19:34.104363
1348,6832,6119,151.91,2026-01-30 17:00:08.750918
1349,6338,7296,83.84,2026-01-30 17:23:58.396389
1350,4502,161,17.67,2026-01-30 16:42:00.464050
1351,3446,7779,124.21,2026-01-30 17:15:53.949398
1352,6861,17467,130.67,2026-01-30 17:36:42.089983
1353,2361,9344,124.63,2026-01-30 17:06:40.986213
1354,7468,11449,57.31,2026-01-30 16:53:58.209055
1355,6498,17593,73.42,2026-01-30 17:04:57.735773
1356,293,16291,108.31,2026-01-30 16:59:53.356073
1357,2321,230,108.79,2026-01-30 16:56:40.238471
1358,2115,2028,5.34,2026-01-30 17:07:08.966026
1359,4660,546,196.19,2026-01-30 17:11:49.357682
1360,528,443,197.7,2026-01-30 16:55:16.839095
1361,4858,1607,83.35,2026-01-30 16:41:56.634359
1362,161,1242,112.8,2026-01-30 16:53:57.491740
1363,6366,2246,96.13,2026-01-30 17:31:36.779790
1364,1774,13622,118.6,2026-01-30 17:10:36.565735
1365,398,485,38.81,2026-01-30 17:37:59.044119
1366,1932,11149,64.63,2026-01-30 17:31:51.037868
1367,4047,5935,29.92,2026-01-30 17:06:07.758719
1368,7028,5635,34.98,2026-01-30 16:59:32.244900
1369,7613,19332,120.82,2026-01-30 17:11:37.521833
1370,2654,15421,122.7,2026-01-30 17:04:39.132917
1371,201,2233,38.5,2026-01-30 17:21:20.398634
1372,6931,11730,8.29,2026-01-30 17:17:59.674012
1373,7880,12670,77.2,2026-01-30 17:29:52.519747
1374,7887,99,47.41,2026-01-30 17:35:39.937566
1375,5043,13181,21.42,2026-01-30 16:48:58.525671
1376,6417,6844,79.87,2026-01-30 17:17:35.663932
1377,1743,7730,157.28,2026-01-30 17:29:48.409253
1378,6049,11817,120.34,2026-01-30 16:42:02.591096
1379,7775,7534,153.08,2026-01-30 16:59:55.894135
1380,5417,11947,198.12,2026-01-30 17:25:28.740921
1381,357,1571,188.33,2026-01-30 17:17:51.529142
1382,375,17984,92.96,2026-01-30 17:00:40.544843
1383,4208,6144,173.96,2026-01-30 16:56:51.673682
1384,793,2815,129.71,2026-01-30 17:11:15.520900
1385,7995,5714,197.78,2026-01-30 17:01:06.534678
1386,7828,4032,135.82,2026-01-30 16:48:03.948133
1387,6654,6174,197.67,2026-01-30 16:55:18.043427
1388,4177,6324,155.58,2026-01-30 17:21:38.627787
1389,4405,5700,15.95,2026-01-30 17:24:37.500109
1390,2000,13248,82.77,2026-01-30 17:40:47.535688
1391,7114,14611,135.42,2026-01-30 16:43:50.524796
1392,4655,9711,179.7,2026-01-30 17:21:00.063765
1393,3597,13387,73.73,2026-01-30 17:13:29.979238
1394,6559,12150,109.68,2026-01-30 16:41:05.038789
1395,2322,11371,152.8,2026-01-30 17:35:25.785763
1396,4582,16126,112.98,2026-01-30 16:50:00.989494
1397,6783,13846,71.81,2026-01-30 16:44:25.093845
1398,5866,11918,168.52,2026-01-30 16:53:15.095638
1399,6243,6742,135.26,2026-01-30 17:01:39.762483
1400,2066,299,10.62,2026-01-30 17:28:55.534745
1401,3902,7719,56.87,2026-01-30 16:47:18.471175
1402,4911,5053,102.19,2026-01-30 17:21:38.625848
1403,7870,6429,125.36,2026-01-30 16:56:40.394827
1404,4277,13768,103.74,2026-01-30 17:33:27.678578
1405,300,7224,22.76,2026-01-30 16:52:35.557650
1406,2226,8178,177.91,2026-01-30 16:59:04.578580
1407,1531,12087,160.33,2026-01-30 17:25:15.275373
1408,3534,17429,111.49,2026-01-30 17:25:14.169718
1409,7102,18151,196.42,2026-01-30 17:33:53.071074
1410,6912,13582,177.33,2026-01-30 16:40:31.922936
1411,4765,14588,185.41,2026-01-30 17:02:02.457658
1412,6635,4481,112.74,2026-01-30 17:06:26.028263
1413,3564,10978,33.74,2026-01-30 16:48:45.350623
1414,6295,11553,50.08,2026-01-30 16:59:36.841810
1415,2131,15744,89.17,2026-01-30 17:15:14.556537
1416,4114,8249,148.12,2026-01-30 16:57:40.970694
1417,4406,3019,125.94,2026-01-30 16:39:07.288566
1418,7289,18972,69.42,2026-01-30 17:02:43.883292
1419,990,7775,96.23,2026-01-30 17:21:57.518584
1420,7220,15717,14.15,2026-01-30 16:52:01.268516
1421,4493,18161,133.96,2026-01-30 17:22:44.714666
1422,2192,19468,63.14,2026-01-30 16:58:40.201960
1423,5043,14831,21.42,2026-01-30 17:18:47.272974
1424,4819,3445,42.59,2026-01-30 16:52:49.445985
1425,379,10067,40.62,2026-01-30 17:14:21.186153
1426,1721,3443,78.74,2026-01-30 17:25:00.951478
1427,3570,18115,161.28,2026-01-30 17:30:12.608323
1428,786,14404,58.83,2026-01-30 17:35:48.693723
1429,6441,13060,140.21,2026-01-30 16:48:21.416746
1430,7896,12061,173.81,2026-01-30 17:01:35.469376
1431,1997,2417,41.92,2026-01-30 16:58:54.516320
1432,3806,8987,13.84,2026-01-30 16:40:59.302084
1433,276,6390,89.9,2026-01-30 16:41:08.209187
1434,3291,7848,141.23,2026-01-30 17:31:23.576464
1435,5135,13296,95.52,2026-01-30 17:29:44.559528
1436,4040,2680,16.02,2026-01-30 17:13:24.125838
1437,7309,9573,39.66,2026-01-30 17:37:39.886082
1438,5077,18547,50.49,2026-01-30 17:17:58.132662
1439,975,11039,112.09,2026-01-30 16:58:16.421405
1440,3240,19811,87.75,2026-01-30 17:06:01.717882
1441,6788,12863,187.84,2026-01-30 17:32:53.001096
1442,6585,9103,37.7,2026-01-30 16:49:36.863073
1443,2240,5352,56.12,2026-01-30 16:44:45.350328
1444,4889,15873,80.96,2026-01-30 16:55:08.341972
1445,2990,18209,39.64,2026-01-30 17:21:29.695185
1446,6314,8650,130.13,2026-01-30 17:08:13.639058
1447,3855,12949,176.6,2026-01-30 17:42:12.413503
1448,129,15774,119.64,2026-01-30 16:40:58.421256
1449,2035,18846,160.75,2026-01-30 17:27:59.865273
1450,3016,4277,94.67,2026-01-30 16:38:12.695910
1451,2222,1788,33.39,2026-01-30 17:35:13.181970
1452,359,17673,60.6,2026-01-30 16:45:50.799945
1453,6984,14518,48.87,2026-01-30 16:44:21.350157
1454,4782,5618,33.64,2026-01-30 16:43:05.691748
1455,3322,685,169.84,2026-01-30 17:34:18.729929
1456,3669,8412,6.43,2026-01-30 17:00:02.867547
1457,5226,6899,172.62,2026-01-30 16:48:38.614762
1458,6351,75,19.77,2026-01-30 17:34:42.373373
1459,3411,3444,45.26,2026-01-30 17:21:30.346329
1460,3496,13641,18.74,2026-01-30 17:21:19.560148
1461,5387,19227,125.18,2026-01-30 17:32:35.369906
1462,5667,1285,50.37,2026-01-30 17:09:49.533458
1463,1243,19655,149.07,2026-01-30 17:15:16.848366
1464,5097,10218,130.2,2026-01-30 17:16:31.175040
1465,7065,10996,110.25,2026-01-30 17:34:25.338683
1466,2896,7543,160.73,2026-01-30 17:38:04.934394
1467,5139,9244,56.55,2026-01-30 17:02:43.542891
1468,7767,12313,79.71,2026-01-30 17:10:48.845877
1469,2214,1798,142.85,2026-01-30 17:03:09.892193
1470,1029,1913,163.11,2026-01-30 16:50:15.078683
1471,2732,13296,76.93,2026-01-30 16:56:00.559528
1472,503,17443,15.21,2026-01-30 17:22:16.904579
1473,7854,18992,124.43,2026-01-30 16:56:36.616550
1474,2252,17824,14.7,2026-01-30 17:07:49.415259
1475,6858,8431,140.41,2026-01-30 17:33:47.024275
1476,904,10257,146.56,2026-01-30 16:46:48.457038
1477,3219,10395,140.64,2026-01-30 16:49:15.059836
1478,1977,4803,194.3,2026-01-30 17:20:11.567704
1479,685,10823,73.15,2026-01-30 17:34:05.178963
1480,6708,926,117.19,2026-01-30 16:46:06.216408
1481,2452,4519,20.0,2026-01-30 17:36:38.259168
1482,2193,6864,166.76,2026-01-30 16:43:00.679111
1483,3439,1389,22.82,2026-01-30 17:19:01.341887
1484,4670,2994,117.38,2026-01-30 17:16:09.083138
1485,5314,13111,186.54,2026-01-30 17:12:01.563199
1486,4211,2767,116.4,2026-01-30 17:21:22.680861
1487,199,16321,103.54,2026-01-30 17:20:45.762400
1488,7475,474,40.32,2026-01-30 17:33:44.559063
1489,1555,2622,194.06,2026-01-30 17:09:03.592090
1490,432,13462,26.09,2026-01-30 17:38:11.629521
1491,4432,11398,16.43,2026-01-30 17:31:07.703301
1492,1265,17833,125.14,2026-01-30 17:39:59.356263
1493,5406,13015,92.92,2026-01-30 16:50:48.453439
1494,5047,4323,146.92,2026-01-30 17:08:41.466828
1495,6575,7004,195.25,2026-01-30 17:27:23.841223
1496,4060,2065,146.22,2026-01-30 17:35:59.433238
1497,2215,1774,111.59,2026-01-30 17:23:02.561094
1498,1531,10655,160.33,2026-01-30 16:54:50.841510
1499,6353,4174,154.93,2026-01-30 16:45:45.377282
1500,7688,2443,15.85,2026-01-30 16:54:01.201318
1501,7607,5360,54.19,2026-01-30 17:06:51.021436
1502,3876,16974,149.02,2026-01-30 17:21:05.078082
1503,1797,7205,184.48,2026-01-30 16:51:04.975781
1504,1734,16069,108.33,2026-01-30 16:49:48.809788
1505,7638,3859,96.67,2026-01-30 17:12:30.402518
1506,6261,8541,94.01,2026-01-30 17:20:49.952193
1507,2505,6127,103.27,2026-01-30 17:09:08.537189
1508,2485,5067,85.21,2026-01-30 16:47:30.281808
1509,4770,7665,59.97,2026-01-30 17:17:28.994759
1510,3568,19084,197.71,2026-01-30 17:30:45.569456
1511,2640,3271,74.45,2026-01-30 17:26:04.857443
1512,4353,4933,13.8,2026-01-30 17:33:44.444687
1513,291,18939,84.92,2026-01-30 16:45:38.179580
1514,5772,4272,172.71,2026-01-30 17:01:59.741119
1515,2196,1357,6.67,2026-01-30 17:22:11.260108
1516,169,5709,53.76,2026-01-30 17:15:21.011760
1517,6041,7429,178.99,2026-01-30 17:17:09.106296
1518,2406,16808,54.68,2026-01-30 17:14:47.188040
1519,1634,18458,9.18,2026-01-30 17:30:31.153413
1520,7532,5467,149.63,2026-01-30 17:37:14.524954
1521,6463,18169,67.44,2026-01-30 17:30:43.364410
1522,4765,11060,185.41,2026-01-30 17:35:55.042327
1523,7090,6417,173.24,2026-01-30 17:16:32.503288
1524,1209,16404,26.88,2026-01-30 17:19:45.658827
1525,6892,1301,168.01,2026-01-30 17:21:46.067309
1526,7409,12011,121.77,2026-01-30 17:42:02.991975
1527,6576,8178,157.31,2026-01-30 16:48:05.578580
1528,1707,18138,12.25,2026-01-30 17:39:42.074282
1529,221,19016,140.28,2026-01-30 16:52:07.408153
1530,538,9250,63.54,2026-01-30 17:25:07.197862
1531,4969,2338,144.59,2026-01-30 17:26:52.397900
1532,1293,4582,47.22,2026-01-30 17:10:44.250434
1533,1150,18758,23.66,2026-01-30 16:58:40.681698
1534,7628,11733,55.33,2026-01-30 16:58:16.248600
1535,6677,16725,90.51,2026-01-30 17:05:23.510973
1536,1037,17754,34.07,2026-01-30 17:07:03.739372
1537,745,10445,153.42,2026-01-30 16:50:28.514619
1538,3093,2391,32.46,2026-01-30 16:57:28.648043
1539,5363,17494,12.46,2026-01-30 17:40:04.283883
1540,4275,2646,171.82,2026-01-30 17:36:15.417898
1541,4069,10768,175.48,2026-01-30 17:32:28.856588
1542,5963,7257,145.22,2026-01-30 17:13:10.291036
1543,620,14590,95.19,2026-01-30 17:15:11.407348
1544,1471,17259,60.11,2026-01-30 17:20:13.436881
1545,41,11767,119.74,2026-01-30 17:08:49.288399
1546,4044,999,80.62,2026-01-30 16:50:12.118267
1547,4158,14448,187.25,2026-01-30 17:10:49.208474
1548,6276,13189,73.39,2026-01-30 16:55:40.473236
1549,6228,10377,155.42,2026-01-30 17:03:41.827526
1550,6522,6064,142.4,2026-01-30 17:35:29.349936
1551,5388,10538,169.31,2026-01-30 16:50:34.670520
1552,5502,1010,158.85,2026-01-30 17:12:04.640949
1553,815,11369,71.86,2026-01-30 17:13:06.153103
1554,4796,11500,151.65,2026-01-30 17:32:47.080637
1555,476,2843,38.45,2026-01-30 16:58:42.599374
1556,6580,16300,71.36,2026-01-30 16:54:44.835427
1557,3052,4307,110.72,2026-01-30 17:05:16.998973
1558,4256,11651,111.43,2026-01-30 17:33:49.978926
1559,1333,9146,91.94,2026-01-30 17:22:56.980966
1560,2365,378,186.49,2026-01-30 16:44:05.406700
1561,2391,4424,179.69,2026-01-30 17:03:16.199944
1562,6325,7484,134.46,2026-01-30 16:50:41.443956
1563,5241,6968,169.82,2026-01-30 16:59:08.842993
1564,7752,14171,192.57,2026-01-30 17:18:36.975662
1565,5618,10398,146.46,2026-01-30 16:40:17.192090
1566,3059,3063,187.73,2026-01-30 17:31:26.019454
1567,5972,2814,155.46,2026-01-30 17:18:04.631514
1568,1472,6838,8.58,2026-01-30 16:56:38.686019
1569,6256,15670,92.43,2026-01-30 17:16:38.775577
1570,157,15032,190.92,2026-01-30 17:19:26.581237
1571,2879,14643,134.68,2026-01-30 17:20:39.978271
1572,3403,19037,177.11,2026-01-30 17:26:13.433424
1573,3680,16054,162.04,2026-01-30 17:33:34.582189
1574,7458,8449,140.25,2026-01-30 17:22:33.216982
1575,7955,17336,102.48,2026-01-30 17:35:57.470945
1576,7901,14836,162.05,2026-01-30 17:29:00.749607
1577,4925,17565,6.93,2026-01-30 17:33:41.886038
1578,1886,5414,115.8,2026-01-30 16:56:45.971076
1579,6925,19881,167.17,2026-01-30 17:22:37.360822
1580,1992,17710,55.41,2026-01-30 17:37:46.039149
1581,1326,16339,81.95,2026-01-30 17:09:56.369438
1582,3953,14948,97.56,2026-01-30 17:20:01.291863
1583,677,14365,58.41,2026-01-30 17:04:15.877478
1584,1803,14910,8.59,2026-01-30 17:34:09.449979
1585,1893,6239,56.15,2026-01-30 17:23:47.648332
1586,4289,639,139.99,2026-01-30 17:18:59.672539
1587,4594,8954,163.41,2026-01-30 16:42:35.638136
1588,7181,17818,169.67,2026-01-30 17:14:32.960423
1589,6369,2040,113.18,2026-01-30 17:03:51.996775
