click_id,search_id,item_id,position,click_ts
3254,4366,2448,20,2026-01-30 16:38:33.755188
3255,13069,7360,23,2026-01-30 16:37:34.932206
3256,8523,2635,29,2026-01-30 16:39:13.864616
3257,18284,1486,1,2026-01-30 16:35:55.943475
3258,17838,6143,45,2026-01-30 16:41:57.774944
3259,1746,1194,14,2026-01-30 16:34:37.299283
3260,9434,1320,4,2026-01-30 16:42:38.317156
3261,6928,5497,46,2026-01-30 16:44:10.974712
3262,19430,4947,40,2026-01-30 16:37:33.160161
3263,6882,6909,43,2026-01-30 16:36:44.086861
3264,14434,1432,20,2026-01-30 16:36:07.949207
3265,13705,3687,3,2026-01-30 16:38:53.943593
3266,6953,5084,21,2026-01-30 16:41:02.820583
3267,504,3315,32,2026-01-30 16:37:26.744374
3268,15546,1102,27,2026-01-30 16:37:49.330618
3269,7562,4031,4,2026-01-30 16:44:39.732722
3270,9626,3447,17,2026-01-30 16:45:29.957625
3271,13771,5345,12,2026-01-30 16:37:59.733579
3272,13579,2522,16,2026-01-30 16:45:40.216614
3273,19426,7445,39,2026-01-30 16:40:32.006951
3274,14051,6617,44,2026-01-30 16:39:59.059426
3275,6193,4461,47,2026-01-30 16:36:28.224086
3276,16175,2636,37,2026-01-30 16:40:32.387942
3277,8149,3482,23,2026-01-30 16:43:35.834024
3278,8428,3975,25,2026-01-30 16:46:40.546070
3279,17842,7797,27,2026-01-30 16:37:04.831675
3280,12391,3168,7,2026-01-30 16:36:26.951528
3281,8541,2182,39,2026-01-30 16:39:02.952193
3282,5677,1245,32,2026-01-30 16:36:42.577317
3283,7625,845,25,2026-01-30 16:37:46.159899
3284,9276,2683,13,2026-01-30 16:38:06.053613
3285,12943,4359,4,2026-01-30 16:43:11.579369
3286,15844,2917,40,2026-01-30 16:40:49.773003
3287,11537,7854,38,2026-01-30 16:43:30.873626
3288,5881,3074,27,2026-01-30 16:44:45.457233
3289,17497,662,44,2026-01-30 16:41:23.048018
3290,3622,5548,27,2026-01-30 16:38:51.134418
3291,12678,3292,16,2026-01-30 16:35:42.623751
3292,10028,5130,3,2026-01-30 16:42:11.601258
3293,14608,5727,43,2026-01-30 16:43:03.028881
3294,1052,6741,13,2026-01-30 16:46:42.536314
3295,10475,5179,7,2026-01-30 16:44:18.639650
3296,8665,2371,14,2026-01-30 16:42:30.807316
3297,15990,6114,42,2026-01-30 16:37:45.514915
3298,15774,129,19,2026-01-30 16:37:58.421256
3299,2695,6595,46,2026-01-30 16:44:49.891660
3300,13368,3811,32,2026-01-30 16:37:10.637519
3301,19000,4804,16,2026-01-30 16:34:44.470860
3302,17226,4673,12,2026-01-30 16:34:45.195777
3303,19894,7461,3,2026-01-30 16:43:42.006003
3304,18935,2128,24,2026-01-30 16:45:54.753207
3305,15985,7219,47,2026-01-30 16:39:15.942003
3306,8432,7702,7,2026-01-30 16:45:15.660877
3307,5767,379,44,2026-01-30 16:41:18.253615
3308,10293,1737,38,2026-01-30 16:45:58.377703
3309,8547,2778,23,2026-01-30 16:35:15.343379
3310,14851,6862,38,2026-01-30 16:37:10.510997
3311,11476,5125,12,2026-01-30 16:39:01.900940
3312,3853,7287,11,2026-01-30 16:41:11.428645
3313,11110,5248,36,2026-01-30 16:39:12.533492
3314,12547,152,15,2026-01-30 16:35:38.181239
3315,17677,4682,13,2026-01-30 16:37:29.120993
3316,1412,6174,33,2026-01-30 16:35:51.624887
3317,18386,7321,30,2026-01-30 16:39:49.948772
3318,18214,2120,46,2026-01-30 16:45:12.936229
3319,12105,2762,24,2026-01-30 16:37:12.507377
3320,17835,5772,34,2026-01-30 16:39:00.125827
3321,19292,5366,27,2026-01-30 16:38:20.743834
3322,16766,7382,35,2026-01-30 16:39:24.037664
3323,16303,5594,7,2026-01-30 16:37:09.768247
3324,4915,7541,39,2026-01-30 16:43:10.072856
3325,10747,1823,39,2026-01-30 16:44:54.453806
3326,12496,1975,8,2026-01-30 16:46:18.876664
3327,18978,5876,5,2026-01-30 16:41:00.182801
3328,19766,7861,28,2026-01-30 16:45:59.875341
3329,9589,2166,35,2026-01-30 16:35:32.985700
3330,319,7135,25,2026-01-30 16:43:02.608760
3331,13268,2864,34,2026-01-30 16:35:52.866753
3332,17382,6480,4,2026-01-30 16:39:20.770771
3333,14964,4765,22,2026-01-30 16:36:13.597249
3334,10596,6990,42,2026-01-30 16:40:21.045550
3335,6310,4568,10,2026-01-30 16:35:21.877797
3336,19638,474,18,2026-01-30 16:44:55.044055
3337,2152,2526,28,2026-01-30 16:45:52.977623
3338,3804,4097,29,2026-01-30 16:42:50.045986
3339,7958,6742,41,2026-01-30 16:38:24.887690
3340,572,843,3,2026-01-30 16:44:35.615672
3341,544,5142,44,2026-01-30 16:34:43.814132
3342,8942,7260,1,2026-01-30 16:40:33.021202
3343,4838,5627,19,2026-01-30 16:38:49.184294
3344,8208,6283,31,2026-01-30 16:44:06.293418
3345,18792,7807,29,2026-01-30 16:39:12.166840
3346,16541,6045,8,2026-01-30 16:44:49.689561
3347,3873,6893,20,2026-01-30 16:42:16.889057
3348,6401,2389,27,2026-01-30 16:38:25.008100
3349,4448,3458,8,2026-01-30 16:37:10.783809
3350,18815,7226,30,2026-01-30 16:38:35.826783
3351,4717,3965,38,2026-01-30 16:42:22.798619
3352,14895,355,47,2026-01-30 16:46:06.716998
3353,3900,674,37,2026-01-30 16:37:08.379395
3354,17750,7390,19,2026-01-30 16:40:24.217341
3355,6761,4246,39,2026-01-30 16:44:45.063748
3356,8866,7887,36,2026-01-30 16:44:24.475910
3357,4852,752,24,2026-01-30 16:42:17.665332
3358,17642,6787,17,2026-01-30 16:42:05.918695
3359,555,2531,27,2026-01-30 16:36:37.912911
3360,14028,4127,20,2026-01-30 16:45:20.781302
3361,11043,2169,49,2026-01-30 16:36:07.269338
3362,10260,6446,15,2026-01-30 16:43:36.829626
3363,10694,3062,5,2026-01-30 16:46:32.224473
3364,429,6421,21,2026-01-30 16:43:11.007953
3365,13755,2061,18,2026-01-30 16:35:15.913395
3366,17536,4514,44,2026-01-30 16:44:48.609909
3367,15134,1865,21,2026-01-30 16:45:10.325502
3368,10285,6593,23,2026-01-30 16:42:14.516276
3369,18115,3570,25,2026-01-30 16:37:12.608323
3370,252,2008,21,2026-01-30 16:40:55.206856
3371,16571,4107,16,2026-01-30 16:42:42.949953
3372,8434,1684,27,2026-01-30 16:38:22.925256
3373,12707,3086,34,2026-01-30 16:35:03.939223
3374,11624,359,47,2026-01-30 16:41:06.734955
3375,7361,2022,19,2026-01-30 16:36:25.457341
3376,3646,7930,12,2026-01-30 16:36:46.907793
3377,758,6593,35,2026-01-30 16:39:51.999569
3378,8862,4433,9,2026-01-30 16:43:14.906417
3379,3627,985,22,2026-01-30 16:37:20.028358
3380,4706,4473,13,2026-01-30 16:41:01.791482
3381,12210,394,3,2026-01-30 16:35:18.142594
3382,16483,4910,31,2026-01-30 16:38:29.812130
3383,16235,7578,7,2026-01-30 16:35:41.166410
3384,17999,6449,39,2026-01-30 16:45:56.787561
3385,10561,4478,8,2026-01-30 16:38:38.121371
3386,12217,1762,22,2026-01-30 16:37:34.258241
3387,5950,4183,41,2026-01-30 16:44:23.350816
3388,15090,1979,29,2026-01-30 16:41:17.999436
3389,5767,2443,27,2026-01-30 16:41:27.253615
3390,11729,3220,46,2026-01-30 16:40:27.434234
3391,4312,798,29,2026-01-30 16:40:40.726842
3392,9375,1377,12,2026-01-30 16:39:40.327161
3393,16902,4583,9,2026-01-30 16:34:47.601169
3394,13266,5702,24,2026-01-30 16:36:37.169499
3395,15621,4538,14,2026-01-30 16:41:35.663996
3396,16267,6323,14,2026-01-30 16:40:29.910955
3397,8897,6929,13,2026-01-30 16:38:43.836492
3398,19703,3939,27,2026-01-30 16:40:56.938852
3399,18224,1654,40,2026-01-30 16:41:51.122412
3400,5749,1265,24,2026-01-30 16:45:02.298167
3401,18985,5950,47,2026-01-30 16:42:49.726958
3402,9911,2661,15,2026-01-30 16:45:39.134290
3403,4980,1727,40,2026-01-30 16:42:57.760071
3404,5665,5018,46,2026-01-30 16:46:08.339390
3405,18749,3198,4,2026-01-30 16:39:15.923819
3406,7644,2823,7,2026-01-30 16:40:40.060330
3407,3385,577,42,2026-01-30 16:44:08.355652
3408,16971,1521,18,2026-01-30 16:45:36.565185
3409,7228,2109,3,2026-01-30 16:44:47.338197
3410,8043,999,48,2026-01-30 16:45:16.912335
3411,12373,2239,39,2026-01-30 16:44:28.258424
3412,13361,1838,39,2026-01-30 16:38:45.748049
3413,15517,1645,9,2026-01-30 16:36:04.070752
3414,8170,216,6,2026-01-30 16:42:43.681316
3415,1467,678,39,2026-01-30 16:46:43.983030
3416,4061,684,47,2026-01-30 16:41:07.790154
3417,10130,704,18,2026-01-30 16:35:27.840117
3418,17907,7055,23,2026-01-30 16:38:04.996470
3419,3235,7126,18,2026-01-30 16:45:03.539848
3420,2428,7605,4,2026-01-30 16:34:59.376802
3421,16539,2181,34,2026-01-30 16:38:54.995168
3422,4021,714,26,2026-01-30 16:42:58.963617
3423,19528,3184,47,2026-01-30 16:40:57.933472
3424,17463,7036,38,2026-01-30 16:41:59.676570
3425,8916,6227,42,2026-01-30 16:36:16.432885
3426,11500,4796,1,2026-01-30 16:44:47.080637
3427,17972,6031,15,2026-01-30 16:40:55.101173
3428,1529,6598,35,2026-01-30 16:45:47.786128
3429,10526,5303,31,2026-01-30 16:36:33.715794
3430,4816,735,1,2026-01-30 16:43:38.646984
3431,12186,833,24,2026-01-30 16:45:08.280844
3432,7299,7740,11,2026-01-30 16:38:21.519068
3433,2809,1832,16,2026-01-30 16:45:07.590868
3434,6807,2245,21,2026-01-30 16:44:51.142837
3435,5676,4042,17,2026-01-30 16:35:29.041086
3436,11160,3716,16,2026-01-30 16:35:53.006875
3437,2501,4503,31,2026-01-30 16:46:24.893592
3438,2248,893,36,2026-01-30 16:39:40.343139
3439,6031,222,47,2026-01-30 16:36:26.557956
3440,8576,7350,11,2026-01-30 16:43:45.533949
3441,14416,7172,34,2026-01-30 16:35:20.459143
3442,15646,7897,48,2026-01-30 16:37:55.157413
3443,15832,2743,19,2026-01-30 16:40:17.438022
3444,1727,3965,33,2026-01-30 16:40:08.539116
3445,4511,1138,35,2026-01-30 16:44:55.802100
3446,9880,486,31,2026-01-30 16:37:41.405632
3447,710,7122,48,2026-01-30 16:46:40.089473
3448,15929,3819,31,2026-01-30 16:41:58.197927
3449,1540,951,24,2026-01-30 16:42:09.165043
3450,19416,4188,18,2026-01-30 16:43:22.819414
3451,11685,6001,42,2026-01-30 16:42:11.137418
3452,161,1610,16,2026-01-30 16:36:17.464050
3453,19102,3786,2,2026-01-30 16:41:01.428956
3454,9100,4129,10,2026-01-30 16:39:29.631006
3455,1888,7901,30,2026-01-30 16:40:00.980266
3456,1362,5975,47,2026-01-30 16:46:15.822183
3457,6027,2884,6,2026-01-30 16:38:40.943525
3458,5271,1685,47,2026-01-30 16:39:14.245858
3459,6505,7573,45,2026-01-30 16:45:00.383163
3460,19216,878,44,2026-01-30 16:36:59.921322
3461,17121,461,19,2026-01-30 16:45:11.453374
3462,18606,4722,10,2026-01-30 16:34:35.934095
3463,10472,2613,8,2026-01-30 16:43:05.533185
3464,7213,6174,2,2026-01-30 16:40:22.122760
3465,17850,1909,9,2026-01-30 16:43:05.594193
3466,5562,5474,41,2026-01-30 16:38:45.773304
3467,583,4065,18,2026-01-30 16:40:22.934430
3468,8018,793,32,2026-01-30 16:46:27.731644
3469,752,1316,7,2026-01-30 16:37:32.065797
3470,16432,7606,10,2026-01-30 16:37:01.428108
3471,13246,707,45,2026-01-30 16:45:06.537867
3472,12274,4613,45,2026-01-30 16:42:53.198452
3473,14940,4650,30,2026-01-30 16:41:09.845747
3474,18713,6179,44,2026-01-30 16:40:28.336731
3475,16057,5665,28,2026-01-30 16:42:54.998559
3476,2077,4094,49,2026-01-30 16:42:22.839178
3477,2474,2347,36,2026-01-30 16:42:15.585616
3478,114,867,6,2026-01-30 16:43:19.434614
3479,11166,575,48,2026-01-30 16:35:28.875067
3480,5608,7676,26,2026-01-30 16:36:22.013681
3481,12378,3904,3,2026-01-30 16:40:53.443048
3482,12300,2194,3,2026-01-30 16:45:02.475151
3483,9747,3907,24,2026-01-30 16:45:43.010111
3484,1907,2823,17,2026-01-30 16:44:11.982740
3485,3121,6997,8,2026-01-30 16:41:44.703465
3486,11271,7489,15,2026-01-30 16:38:41.802006
3487,8441,2092,31,2026-01-30 16:38:03.053895
3488,7174,1171,22,2026-01-30 16:40:20.922217
3489,8885,3554,7,2026-01-30 16:43:08.931406
3490,12667,6295,36,2026-01-30 16:42:16.189334
3491,12675,3139,26,2026-01-30 16:39:55.877728
3492,17373,688,14,2026-01-30 16:44:29.706473
3493,14675,5308,23,2026-01-30 16:41:42.581306
3494,10625,7033,29,2026-01-30 16:38:46.525870
3495,3140,5768,43,2026-01-30 16:39:48.506842
3496,9908,2352,46,2026-01-30 16:39:28.834238
3497,5753,2988,47,2026-01-30 16:43:29.463912
3498,5725,1300,9,2026-01-30 16:43:39.786260
3499,10509,7601,48,2026-01-30 16:34:42.287005
3500,13414,4837,18,2026-01-30 16:37:31.079288
3501,877,7788,40,2026-01-30 16:46:01.762019
3502,1608,1893,24,2026-01-30 16:41:59.910302
3503,19349,3291,38,2026-01-30 16:37:00.395976
3504,5075,507,43,2026-01-30 16:38:52.891730
3505,5369,2531,14,2026-01-30 16:43:55.986871
3506,4902,7834,36,2026-01-30 16:38:48.059868
3507,7290,5531,20,2026-01-30 16:36:47.713294
3508,13813,832,45,2026-01-30 16:44:07.380015
3509,1661,6702,13,2026-01-30 16:38:38.103681
3510,16289,7002,14,2026-01-30 16:39:05.377739
3511,2888,4481,46,2026-01-30 16:38:44.768932
3512,4439,5886,12,2026-01-30 16:40:55.683975
3513,14560,6122,26,2026-01-30 16:43:15.873007
3514,16671,4012,2,2026-01-30 16:44:29.620471
3515,13791,6338,36,2026-01-30 16:45:28.129699
3516,5700,2217,4,2026-01-30 16:35:42.500109
3517,6056,381,36,2026-01-30 16:42:34.995763
3518,4962,1103,22,2026-01-30 16:36:24.431939
3519,12279,5661,43,2026-01-30 16:37:39.707597
3520,16795,4357,8,2026-01-30 16:39:24.490244
3521,19708,2433,33,2026-01-30 16:43:16.529265
3522,14322,3689,8,2026-01-30 16:39:48.317251
3523,9124,7465,29,2026-01-30 16:43:18.945388
3524,17048,4546,13,2026-01-30 16:41:00.692345
3525,15340,1155,4,2026-01-30 16:36:56.067773
3526,11852,4679,15,2026-01-30 16:41:11.697233
3527,4512,2539,39,2026-01-30 16:45:30.355780
3528,5467,6951,31,2026-01-30 16:38:12.524954
3529,10113,4824,3,2026-01-30 16:39:55.999408
3530,3050,2502,47,2026-01-30 16:39:32.572160
3531,12855,6375,3,2026-01-30 16:42:38.372322
3532,6734,861,15,2026-01-30 16:39:43.463450
3533,8847,7693,15,2026-01-30 16:37:09.336122
3534,4316,2324,39,2026-01-30 16:40:35.313848
3535,16589,1307,8,2026-01-30 16:38:11.050064
3536,3701,1604,15,2026-01-30 16:34:46.998415
3537,18226,6484,32,2026-01-30 16:36:27.770704
3538,14967,7648,19,2026-01-30 16:41:25.493848
3539,5541,6244,39,2026-01-30 16:44:33.150072
3540,16746,4470,39,2026-01-30 16:44:19.589809
3541,4482,6129,37,2026-01-30 16:40:01.113008
3542,5552,3012,18,2026-01-30 16:43:49.586431
3543,5926,6092,44,2026-01-30 16:38:49.046871
3544,1904,4518,33,2026-01-30 16:43:10.290358
3545,1671,2065,41,2026-01-30 16:36:33.782239
3546,15660,1388,36,2026-01-30 16:45:17.406196
3547,5389,435,17,2026-01-30 16:43:33.071811
3548,18014,3672,24,2026-01-30 16:46:20.020117
3549,230,2321,48,2026-01-30 16:38:40.238471
3550,7568,5116,16,2026-01-30 16:37:09.360529
3551,18143,2744,9,2026-01-30 16:45:07.446662
3552,4508,2440,42,2026-01-30 16:40:19.780584
3553,5888,6012,30,2026-01-30 16:45:46.715906
3554,6221,5626,18,2026-01-30 16:39:37.423889
3555,6550,2228,33,2026-01-30 16:42:24.629960
3556,3068,7190,41,2026-01-30 16:35:49.864201
3557,16516,39,6,2026-01-30 16:41:16.271198
3558,17828,4307,43,2026-01-30 16:41:38.219292
3559,15891,4418,38,2026-01-30 16:43:29.553607
3560,6521,6076,43,2026-01-30 16:36:59.939015
3561,4323,5047,32,2026-01-30 16:43:41.466828
3562,5537,508,7,2026-01-30 16:39:49.834407
3563,6665,4097,33,2026-01-30 16:41:08.592499
3564,4188,4444,12,2026-01-30 16:40:09.050602
3565,19530,4046,2,2026-01-30 16:36:12.500545
3566,18972,7289,11,2026-01-30 16:35:43.883292
3567,5513,1075,24,2026-01-30 16:41:01.118501
3568,2461,1390,38,2026-01-30 16:43:18.447077
3569,17429,5032,46,2026-01-30 16:40:17.169718
3570,18593,7048,9,2026-01-30 16:37:43.487350
3571,10477,662,29,2026-01-30 16:39:30.933922
3572,14844,3486,30,2026-01-30 16:39:11.788019
3573,14226,6807,23,2026-01-30 16:37:00.435022
3574,19822,1219,19,2026-01-30 16:38:35.140034
3575,18442,264,33,2026-01-30 16:40:37.958999
3576,13417,2188,45,2026-01-30 16:35:12.212928
3577,10138,1758,24,2026-01-30 16:43:37.369883
3578,271,7010,37,2026-01-30 16:43:15.442389
3579,32,7504,31,2026-01-30 16:44:34.982210
3580,13996,3842,30,2026-01-30 16:45:18.428143
3581,10947,4120,9,2026-01-30 16:40:49.578431
3582,17282,3770,35,2026-01-30 16:46:29.941762
3583,10308,6329,19,2026-01-30 16:44:43.822053
3584,12727,6312,29,2026-01-30 16:39:15.408783
3585,14216,3419,31,2026-01-30 16:42:15.212384
3586,11030,3523,44,2026-01-30 16:36:21.901944
3587,13032,6954,6,2026-01-30 16:38:10.451734
3588,6742,6243,36,2026-01-30 16:37:39.762483
3589,13696,5836,21,2026-01-30 16:40:30.684274
3590,1811,6151,22,2026-01-30 16:41:39.570506
3591,15218,2077,48,2026-01-30 16:45:35.063057
3592,13087,4401,2,2026-01-30 16:35:09.800714
3593,10256,1544,26,2026-01-30 16:40:58.916186
3594,12734,3312,41,2026-01-30 16:46:30.228427
3595,10607,7612,16,2026-01-30 16:42:20.860582
3596,19084,3568,15,2026-01-30 16:42:45.569456
3597,7775,3283,2,2026-01-30 16:38:13.518584
3598,11373,1280,46,2026-01-30 16:37:28.185661
3599,19176,2756,46,2026-01-30 16:39:15.538971
3600,18207,5053,18,2026-01-30 16:43:41.444626
3601,11615,5930,1,2026-01-30 16:39:57.620818
3602,1499,772,22,2026-01-30 16:39:39.845148
3603,6710,5331,6,2026-01-30 16:38:27.193900
3604,16484,5908,17,2026-01-30 16:44:56.721190
3605,16797,1607,48,2026-01-30 16:37:17.726608
3606,5253,1039,15,2026-01-30 16:44:13.902994
3607,11143,7570,43,2026-01-30 16:40:50.210870
3608,18116,181,26,2026-01-30 16:37:40.855224
3609,19963,7953,31,2026-01-30 16:41:27.762054
3610,11339,7258,49,2026-01-30 16:40:47.659837
3611,19939,1558,42,2026-01-30 16:35:10.550522
3612,726,1305,33,2026-01-30 16:42:21.697555
3613,16095,6361,19,2026-01-30 16:43:28.804461
3614,1310,6094,1,2026-01-30 16:46:17.793505
3615,95,6169,4,2026-01-30 16:44:58.640499
3616,1923,7414,31,2026-01-30 16:45:32.172605
3617,7185,4347,8,2026-01-30 16:39:42.561105
3618,12372,6242,24,2026-01-30 16:43:36.164455
3619,13866,6849,27,2026-01-30 16:44:03.480763
3620,8689,588,6,2026-01-30 16:45:05.255405
3621,9586,2844,44,2026-01-30 16:38:24.078060
3622,8629,104,25,2026-01-30 16:39:01.546365
3623,9507,7357,40,2026-01-30 16:45:42.169600
3624,642,5107,36,2026-01-30 16:41:06.965361
3625,10084,857,17,2026-01-30 16:46:35.341481
3626,17875,6084,31,2026-01-30 16:38:30.157010
3627,17941,2632,8,2026-01-30 16:39:32.518046
3628,5401,5153,34,2026-01-30 16:41:08.679516
3629,1283,3396,4,2026-01-30 16:36:33.596624
3630,16759,2667,46,2026-01-30 16:39:37.727985
3631,10285,4481,42,2026-01-30 16:42:13.516276
3632,10009,2904,37,2026-01-30 16:41:30.094810
3633,8612,1502,29,2026-01-30 16:40:49.724910
3634,5667,5045,31,2026-01-30 16:38:03.286079
3635,6648,3873,24,2026-01-30 16:40:26.115074
3636,15107,7535,38,2026-01-30 16:43:24.130406
3637,3179,3495,37,2026-01-30 16:45:28.961713
3638,6390,276,15,2026-01-30 16:39:08.209187
3639,7449,5704,9,2026-01-30 16:45:43.482626
3640,6737,1093,1,2026-01-30 16:39:45.479998
3641,14920,3421,26,2026-01-30 16:35:56.424492
3642,11376,959,38,2026-01-30 16:43:38.813944
3643,15634,2521,44,2026-01-30 16:45:04.305544
3644,8493,2832,20,2026-01-30 16:42:05.778264
3645,3408,1042,32,2026-01-30 16:36:54.573811
3646,15001,4822,1,2026-01-30 16:37:51.737962
3647,10733,5602,3,2026-01-30 16:42:45.291434
3648,861,3228,32,2026-01-30 16:38:32.843687
3649,4631,7527,24,2026-01-30 16:41:18.456137
3650,10590,2320,18,2026-01-30 16:36:23.352455
3651,547,2719,34,2026-01-30 16:38:02.086002
3652,18124,1566,17,2026-01-30 16:45:13.774780
3653,18026,2971,30,2026-01-30 16:41:00.350396
3654,13742,3304,18,2026-01-30 16:41:02.331786
3655,1972,3776,11,2026-01-30 16:45:22.457320
3656,13593,5829,25,2026-01-30 16:45:29.163567
3657,19082,6400,31,2026-01-30 16:40:36.597618
3658,9370,4498,7,2026-01-30 16:41:02.302448
3659,5740,3564,25,2026-01-30 16:46:07.270293
3660,5176,1507,43,2026-01-30 16:37:20.889004
3661,7991,5927,7,2026-01-30 16:36:13.662269
3662,16597,4558,8,2026-01-30 16:43:08.430364
3663,5422,7513,17,2026-01-30 16:38:27.302430
3664,19130,155,7,2026-01-30 16:36:39.941501
3665,8709,5893,28,2026-01-30 16:43:28.627881
3666,1608,5954,39,2026-01-30 16:42:04.910302
3667,10912,2864,40,2026-01-30 16:36:15.524828
3668,4087,2282,26,2026-01-30 16:41:19.385787
3669,15776,4205,21,2026-01-30 16:38:33.926144
3670,19414,4119,37,2026-01-30 16:34:46.880066
3671,3288,5842,13,2026-01-30 16:38:02.505038
3672,16492,4314,17,2026-01-30 16:43:40.392061
3673,2364,5601,19,2026-01-30 16:38:38.903834
3674,9875,6398,40,2026-01-30 16:36:47.196952
3675,2075,1165,8,2026-01-30 16:43:29.503650
3676,4301,5788,13,2026-01-30 16:39:22.432708
3677,6504,137,25,2026-01-30 16:40:51.894417
3678,1665,6012,4,2026-01-30 16:45:38.720834
3679,13185,7491,29,2026-01-30 16:35:43.582079
3680,4991,353,23,2026-01-30 16:38:50.758168
3681,8157,5697,45,2026-01-30 16:44:31.010740
3682,16253,1910,38,2026-01-30 16:43:56.009423
3683,6122,6713,10,2026-01-30 16:35:31.878321
3684,813,1088,29,2026-01-30 16:46:37.797255
3685,14048,6814,38,2026-01-30 16:40:52.603484
3686,2886,6139,40,2026-01-30 16:37:56.691334
3687,13529,2568,35,2026-01-30 16:39:56.995543
3688,16749,3741,25,2026-01-30 16:43:28.124019
3689,10853,940,9,2026-01-30 16:41:23.413380
3690,14029,699,24,2026-01-30 16:41:22.550133
3691,7198,5249,29,2026-01-30 16:42:43.795981
3692,14338,1652,4,2026-01-30 16:39:47.965505
3693,194,1024,15,2026-01-30 16:39:10.317439
3694,3156,7279,27,2026-01-30 16:43:25.175961
3695,10633,7606,43,2026-01-30 16:38:40.694465
3696,1346,7367,9,2026-01-30 16:35:17.928101
3697,3047,3502,44,2026-01-30 16:35:49.496526
3698,18111,7760,35,2026-01-30 16:41:19.665868
3699,16437,809,16,2026-01-30 16:40:27.179949
3700,10898,1485,24,2026-01-30 16:45:06.120423
3701,15791,7110,11,2026-01-30 16:40:04.664749
3702,2277,2884,26,2026-01-30 16:40:57.808647
3703,7496,4732,20,2026-01-30 16:41:09.766206
3704,15805,6488,4,2026-01-30 16:40:55.738473
3705,8314,1074,20,2026-01-30 16:43:06.333915
3706,15222,6241,23,2026-01-30 16:44:56.275376
3707,6068,1142,20,2026-01-30 16:36:29.036126
3708,16463,3353,18,2026-01-30 16:37:41.409554
3709,9796,3032,23,2026-01-30 16:41:06.326337
3710,6238,4646,28,2026-01-30 16:36:25.961277
3711,12118,7658,29,2026-01-30 16:37:10.167017
3712,18862,2526,38,2026-01-30 16:45:17.264783
3713,2435,1467,14,2026-01-30 16:41:57.438853
3714,14555,3283,3,2026-01-30 16:44:43.721786
3715,465,2920,38,2026-01-30 16:41:57.423262
3716,4269,1003,41,2026-01-30 16:42:06.560135
3717,4093,4230,26,2026-01-30 16:44:58.236004
3718,5794,3454,24,2026-01-30 16:40:52.153434
3719,4721,3579,11,2026-01-30 16:43:22.010656
3720,12658,6032,2,2026-01-30 16:40:51.760950
3721,8434,150,6,2026-01-30 16:38:21.925256
3722,2462,7709,7,2026-01-30 16:35:02.440797
3723,14522,5701,26,2026-01-30 16:39:31.694089
3724,5176,1961,27,2026-01-30 16:36:56.889004
3725,19394,2539,34,2026-01-30 16:37:52.303102
3726,12074,1247,7,2026-01-30 16:40:37.855300
3727,4545,2731,34,2026-01-30 16:45:39.989622
3728,16523,7887,12,2026-01-30 16:45:26.495629
3729,16406,192,40,2026-01-30 16:36:10.386521
3730,13646,3197,49,2026-01-30 16:39:00.795166
3731,13528,637,22,2026-01-30 16:38:21.376307
3732,14248,6865,40,2026-01-30 16:36:39.086308
3733,16492,7479,40,2026-01-30 16:44:07.392061
3734,15034,7001,38,2026-01-30 16:39:26.730450
3735,12517,274,2,2026-01-30 16:43:05.399714
3736,5365,7995,24,2026-01-30 16:42:36.936086
3737,12185,6117,10,2026-01-30 16:40:46.370456
3738,19618,2011,48,2026-01-30 16:35:12.362842
3739,7236,6614,20,2026-01-30 16:38:00.723253
3740,15305,7275,5,2026-01-30 16:42:48.285687
3741,10147,5049,27,2026-01-30 16:42:58.200051
3742,11191,6799,1,2026-01-30 16:46:30.248041
3743,15355,955,28,2026-01-30 16:44:12.828488
3744,4563,7439,13,2026-01-30 16:40:11.971292
3745,1580,3687,28,2026-01-30 16:37:01.881060
3746,13622,4324,18,2026-01-30 16:46:20.565735
3747,13403,5195,48,2026-01-30 16:37:58.071516
3748,1606,4283,38,2026-01-30 16:45:14.306147
3749,6711,2567,5,2026-01-30 16:44:30.909413
3750,13034,779,39,2026-01-30 16:45:33.548655
3751,14246,3499,44,2026-01-30 16:39:41.953731
3752,8678,6255,3,2026-01-30 16:43:17.943596
3753,18757,6295,25,2026-01-30 16:34:43.053748
3754,7304,7909,16,2026-01-30 16:38:56.733161
3755,7318,4115,26,2026-01-30 16:42:28.999997
3756,13948,5710,40,2026-01-30 16:35:58.922506
3757,7568,346,37,2026-01-30 16:37:01.360529
3758,388,5139,21,2026-01-30 16:45:29.499171
3759,4797,2959,42,2026-01-30 16:37:14.430087
3760,15462,6255,14,2026-01-30 16:39:53.871939
3761,5357,1862,34,2026-01-30 16:43:51.521950
3762,18086,6671,9,2026-01-30 16:46:09.674645
3763,9525,7353,22,2026-01-30 16:42:22.036616
3764,13779,7858,20,2026-01-30 16:45:59.550931
3765,7690,4428,35,2026-01-30 16:42:28.335228
3766,19032,7236,10,2026-01-30 16:36:54.022658
3767,9969,4559,39,2026-01-30 16:43:17.835309
3768,10194,3252,26,2026-01-30 16:42:19.074577
3769,16649,2398,27,2026-01-30 16:34:44.319446
3770,8774,3662,41,2026-01-30 16:40:29.210603
3771,16196,7229,47,2026-01-30 16:46:39.972776
3772,19222,3300,20,2026-01-30 16:45:13.022538
3773,12028,7417,48,2026-01-30 16:45:57.312921
3774,8610,6749,29,2026-01-30 16:38:02.048893
