impression_id,search_id,item_id,position,timestamp
13411,6109,5234,11,2026-01-30 16:34:49.301415
13412,7163,1629,17,2026-01-30 16:45:26.262662
13413,4430,5816,13,2026-01-30 16:36:31.277743
13414,9493,876,2,2026-01-30 16:40:06.980350
13415,5406,804,15,2026-01-30 16:36:12.370890
13416,9717,5907,23,2026-01-30 16:42:45.376312
13417,3794,6629,10,2026-01-30 16:34:27.632791
13418,2919,4760,19,2026-01-30 16:36:25.292785
13419,18846,2035,26,2026-01-30 16:40:54.865273
13420,3462,6387,26,2026-01-30 16:35:46.995583
13421,14267,5372,2,2026-01-30 16:38:08.125761
13422,18430,7328,38,2026-01-30 16:38:37.732530
13423,16603,7120,7,2026-01-30 16:46:13.988209
13424,17743,257,1,2026-01-30 16:35:17.209806
13425,10944,3441,43,2026-01-30 16:38:07.953009
13426,4745,3186,48,2026-01-30 16:34:53.161687
13427,8746,1395,28,2026-01-30 16:44:22.569194
13428,11940,7072,35,2026-01-30 16:41:11.228567
13429,6180,2257,24,2026-01-30 16:42:50.344399
13430,14432,3784,27,2026-01-30 16:35:54.571672
13431,8543,6439,48,2026-01-30 16:43:00.070254
13432,12194,5992,5,2026-01-30 16:35:01.113329
13433,3859,1139,16,2026-01-30 16:44:19.402518
13434,14676,482,39,2026-01-30 16:35:23.276940
13435,19858,721,8,2026-01-30 16:40:07.870970
13436,11449,7468,9,2026-01-30 16:44:50.209055
13437,3763,2194,48,2026-01-30 16:39:50.665735
13438,10060,4150,16,2026-01-30 16:46:15.222464
13439,2093,4935,14,2026-01-30 16:41:10.032434
13440,7883,294,30,2026-01-30 16:44:01.607185
13441,903,903,17,2026-01-30 16:34:42.098187
13442,16245,3646,4,2026-01-30 16:38:29.551086
13443,11964,5030,20,2026-01-30 16:38:55.554624
13444,1474,2908,7,2026-01-30 16:38:09.305956
13445,18840,1671,13,2026-01-30 16:41:29.142093
13446,7448,5209,36,2026-01-30 16:37:58.595542
13447,19785,7192,5,2026-01-30 16:36:10.296334
13448,14135,4812,24,2026-01-30 16:39:07.037686
13449,2390,5266,25,2026-01-30 16:35:14.066147
13450,17638,3750,5,2026-01-30 16:45:28.758327
13451,18270,5525,16,2026-01-30 16:38:47.422323
13452,17410,4923,15,2026-01-30 16:42:31.784374
13453,2265,718,46,2026-01-30 16:46:00.036249
13454,71,7341,36,2026-01-30 16:36:20.780883
13455,14159,3562,31,2026-01-30 16:41:31.898378
13456,626,5194,20,2026-01-30 16:41:05.519166
13457,15060,1877,13,2026-01-30 16:45:40.445805
13458,9142,7831,15,2026-01-30 16:37:08.541828
13459,13987,3493,18,2026-01-30 16:42:45.413464
13460,15846,155,47,2026-01-30 16:42:35.489194
13461,13270,4227,35,2026-01-30 16:39:38.406303
13462,7228,4352,30,2026-01-30 16:44:31.338197
13463,3114,7694,38,2026-01-30 16:35:54.658636
13464,1827,7600,16,2026-01-30 16:39:25.574318
13465,10324,4814,43,2026-01-30 16:34:36.423759
13466,10948,2687,3,2026-01-30 16:38:22.118438
13467,2840,1818,12,2026-01-30 16:36:00.425784
13468,2390,6862,20,2026-01-30 16:35:10.066147
13469,1109,1782,6,2026-01-30 16:38:15.385640
13470,14331,3587,24,2026-01-30 16:44:58.892519
13471,13804,116,7,2026-01-30 16:46:26.993482
13472,11569,7283,26,2026-01-30 16:44:52.353811
13473,12357,4444,10,2026-01-30 16:45:19.077402
13474,16472,1688,7,2026-01-30 16:45:17.114324
13475,3313,1197,21,2026-01-30 16:35:51.933819
13476,15079,3046,11,2026-01-30 16:41:58.840394
13477,4435,7013,39,2026-01-30 16:43:11.098600
13478,16035,4308,3,2026-01-30 16:36:45.692868
13479,2519,1090,45,2026-01-30 16:40:38.776749
13480,18112,3709,3,2026-01-30 16:39:17.240212
13481,2310,7483,37,2026-01-30 16:45:26.230110
13482,5330,7564,10,2026-01-30 16:42:54.393650
13483,17096,901,17,2026-01-30 16:46:19.496533
13484,19041,1888,39,2026-01-30 16:44:11.249383
13485,2254,5700,32,2026-01-30 16:39:12.786687
13486,9391,3302,48,2026-01-30 16:43:11.514503
13487,14942,3591,45,2026-01-30 16:39:51.453887
13488,11065,282,8,2026-01-30 16:42:08.041083
13489,6392,787,22,2026-01-30 16:42:33.049723
13490,12878,1254,29,2026-01-30 16:45:23.254586
13491,1548,5159,35,2026-01-30 16:45:35.804216
13492,4668,3421,26,2026-01-30 16:45:32.631459
13493,19792,2012,5,2026-01-30 16:40:49.195928
13494,7057,6923,13,2026-01-30 16:44:56.444385
13495,4877,3186,49,2026-01-30 16:38:24.372170
13496,9451,87,11,2026-01-30 16:42:04.708300
13497,18958,5072,5,2026-01-30 16:46:00.767533
13498,11439,5944,25,2026-01-30 16:38:08.714468
13499,6608,1799,42,2026-01-30 16:38:46.918477
13500,3650,3265,22,2026-01-30 16:45:58.463474
13501,1495,2145,14,2026-01-30 16:40:12.172030
13502,6530,4570,25,2026-01-30 16:35:21.215067
13503,6527,2123,10,2026-01-30 16:43:21.214773
13504,8006,2839,11,2026-01-30 16:37:06.703984
13505,5965,7308,32,2026-01-30 16:44:48.450260
13506,16998,4332,29,2026-01-30 16:39:49.142069
13507,17689,2002,46,2026-01-30 16:42:25.997508
13508,15226,1842,23,2026-01-30 16:43:38.956589
13509,1770,4066,23,2026-01-30 16:45:35.729454
13510,14053,3032,37,2026-01-30 16:41:09.036264
13511,18314,580,17,2026-01-30 16:44:11.578471
13512,13361,4170,40,2026-01-30 16:38:33.748049
13513,1292,6804,23,2026-01-30 16:38:46.966215
13514,18698,3915,44,2026-01-30 16:42:43.271209
13515,2238,3794,35,2026-01-30 16:43:14.059296
13516,4993,2214,11,2026-01-30 16:38:19.227541
13517,19352,5164,45,2026-01-30 16:44:53.445089
13518,7627,6055,11,2026-01-30 16:34:41.389688
13519,19341,776,47,2026-01-30 16:38:25.820333
13520,4795,7397,29,2026-01-30 16:44:54.206603
13521,13397,7103,41,2026-01-30 16:38:25.613074
13522,5872,2029,10,2026-01-30 16:41:10.494211
13523,6171,601,33,2026-01-30 16:42:13.060610
13524,4955,7143,7,2026-01-30 16:36:45.884526
13525,17291,2519,35,2026-01-30 16:41:33.680716
13526,3688,7217,47,2026-01-30 16:46:03.017552
13527,10692,6735,35,2026-01-30 16:35:23.157866
13528,2603,7728,43,2026-01-30 16:44:55.676622
13529,17889,7205,21,2026-01-30 16:40:27.935697
13530,9979,974,36,2026-01-30 16:43:37.277728
13531,19483,2561,38,2026-01-30 16:34:50.999790
13532,19369,340,46,2026-01-30 16:42:39.926244
13533,586,4931,45,2026-01-30 16:38:56.431303
13534,11274,1405,38,2026-01-30 16:42:19.451459
13535,4146,6602,37,2026-01-30 16:46:03.523124
13536,8697,5219,15,2026-01-30 16:42:05.124969
13537,18669,907,11,2026-01-30 16:41:58.583163
13538,13705,7156,49,2026-01-30 16:38:50.943593
13539,17186,2700,33,2026-01-30 16:43:54.004677
13540,10097,7416,49,2026-01-30 16:44:59.509045
13541,17853,7383,13,2026-01-30 16:43:45.860629
13542,2314,5090,35,2026-01-30 16:36:27.800409
13543,6623,5075,12,2026-01-30 16:38:23.321799
13544,2399,4795,49,2026-01-30 16:36:18.494291
13545,11478,4624,46,2026-01-30 16:40:22.128943
13546,15891,1553,10,2026-01-30 16:43:17.553607
13547,9409,4994,47,2026-01-30 16:38:41.739068
13548,5646,5192,10,2026-01-30 16:41:29.022878
13549,17508,2464,39,2026-01-30 16:43:18.780166
13550,19479,3368,35,2026-01-30 16:45:29.334244
13551,6155,2584,17,2026-01-30 16:46:30.849585
13552,11739,371,40,2026-01-30 16:43:44.074995
13553,10694,644,21,2026-01-30 16:46:08.224473
13554,16923,5212,31,2026-01-30 16:35:54.334238
13555,18599,3191,32,2026-01-30 16:38:23.846335
13556,9462,7439,19,2026-01-30 16:44:46.407888
13557,5984,2923,31,2026-01-30 16:44:18.630419
13558,7541,96,37,2026-01-30 16:45:39.345048
13559,14572,6512,14,2026-01-30 16:44:03.635266
13560,7222,1961,16,2026-01-30 16:38:16.302355
13561,9086,3058,34,2026-01-30 16:43:14.764238
13562,15680,7652,19,2026-01-30 16:45:59.036329
13563,8655,1529,21,2026-01-30 16:39:41.233801
13564,3212,6006,35,2026-01-30 16:40:33.544673
13565,57,7907,25,2026-01-30 16:42:02.316088
13566,19075,1064,29,2026-01-30 16:44:19.640390
13567,7237,2111,42,2026-01-30 16:40:32.712485
13568,3754,2648,36,2026-01-30 16:40:16.160269
13569,5923,2226,10,2026-01-30 16:38:45.563547
13570,1319,6496,11,2026-01-30 16:41:18.771844
13571,6334,3562,41,2026-01-30 16:45:32.405122
13572,15813,348,26,2026-01-30 16:40:56.719662
13573,18849,2710,29,2026-01-30 16:34:51.015009
13574,13142,6546,45,2026-01-30 16:39:25.359933
13575,9330,5533,17,2026-01-30 16:34:49.186291
13576,3184,3091,9,2026-01-30 16:37:55.935189
13577,4746,4386,5,2026-01-30 16:46:10.853294
13578,3278,3062,21,2026-01-30 16:45:25.594136
13579,254,3604,13,2026-01-30 16:36:14.359688
13580,4559,1829,28,2026-01-30 16:40:02.732454
13581,18973,3489,13,2026-01-30 16:42:14.594638
13582,14355,4837,1,2026-01-30 16:45:35.583424
13583,8520,1650,28,2026-01-30 16:36:32.050458
13584,19436,6796,21,2026-01-30 16:44:29.405329
13585,838,3785,29,2026-01-30 16:34:30.441367
13586,16003,1122,4,2026-01-30 16:38:39.971643
13587,10314,4628,12,2026-01-30 16:34:44.070843
13588,17441,5394,25,2026-01-30 16:39:10.314642
13589,15315,3775,22,2026-01-30 16:41:49.514936
13590,9504,4479,26,2026-01-30 16:34:37.571753
13591,10059,1322,4,2026-01-30 16:46:12.221258
13592,8072,5737,8,2026-01-30 16:36:22.049099
13593,16720,1427,18,2026-01-30 16:41:19.474459
13594,14008,6247,8,2026-01-30 16:44:46.672277
13595,19821,1661,7,2026-01-30 16:42:32.230172
13596,7318,6172,28,2026-01-30 16:41:43.999997
13597,15366,240,6,2026-01-30 16:41:17.994701
13598,15684,5199,7,2026-01-30 16:44:18.397763
13599,8061,4494,18,2026-01-30 16:41:33.209469
13600,9752,5367,5,2026-01-30 16:37:21.414717
13601,9745,3910,7,2026-01-30 16:41:19.224380
13602,13254,2392,2,2026-01-30 16:37:49.388657
13603,18610,2990,28,2026-01-30 16:34:51.305952
13604,14696,4474,36,2026-01-30 16:43:41.590066
13605,7971,4699,5,2026-01-30 16:41:20.157112
13606,2503,7887,27,2026-01-30 16:36:43.274516
13607,13257,3536,11,2026-01-30 16:44:12.793143
13608,12808,2798,12,2026-01-30 16:39:37.899938
13609,14904,3399,1,2026-01-30 16:36:00.660899
13610,14450,3048,2,2026-01-30 16:41:21.352788
13611,2029,6602,29,2026-01-30 16:42:06.077384
13612,7988,7867,48,2026-01-30 16:42:40.952386
13613,19618,2011,48,2026-01-30 16:35:03.362842
13614,3145,2422,46,2026-01-30 16:45:53.396892
13615,3219,1302,46,2026-01-30 16:45:04.435194
13616,400,7248,30,2026-01-30 16:44:23.832932
13617,6731,1202,21,2026-01-30 16:45:48.119860
13618,9649,4665,29,2026-01-30 16:42:48.966819
13619,17750,1001,25,2026-01-30 16:40:09.217341
13620,18823,5276,19,2026-01-30 16:38:43.905958
13621,8879,6168,8,2026-01-30 16:34:46.932196
13622,7328,2574,42,2026-01-30 16:45:59.352784
13623,6487,3447,12,2026-01-30 16:35:09.574575
13624,11449,7774,17,2026-01-30 16:44:41.209055
13625,929,3613,42,2026-01-30 16:36:55.511594
13626,6344,2384,13,2026-01-30 16:42:26.990062
13627,18581,3994,21,2026-01-30 16:40:48.460672
13628,9931,5013,42,2026-01-30 16:45:25.063269
13629,6704,1823,5,2026-01-30 16:36:34.217014
13630,14427,2116,18,2026-01-30 16:38:03.280650
13631,16314,2349,7,2026-01-30 16:46:22.802895
13632,3228,1364,21,2026-01-30 16:39:03.790873
13633,13252,1399,27,2026-01-30 16:37:37.875373
13634,19816,5064,3,2026-01-30 16:40:06.965829
13635,16053,2983,32,2026-01-30 16:44:37.653250
13636,19973,2369,13,2026-01-30 16:36:20.673548
13637,15584,7215,28,2026-01-30 16:41:23.566023
13638,15127,1860,22,2026-01-30 16:41:22.214775
13639,3626,3937,41,2026-01-30 16:43:28.428136
13640,7785,5552,18,2026-01-30 16:42:14.050656
13641,12406,7527,49,2026-01-30 16:35:38.272501
13642,18226,6353,20,2026-01-30 16:36:20.770704
13643,12312,3521,37,2026-01-30 16:46:06.475281
13644,70,606,14,2026-01-30 16:43:11.820524
13645,2286,4767,10,2026-01-30 16:39:32.207619
13646,4151,559,41,2026-01-30 16:45:20.522687
13647,5328,7813,48,2026-01-30 16:41:10.053179
13648,4820,1165,21,2026-01-30 16:41:35.133541
13649,1137,6778,31,2026-01-30 16:44:55.747499
13650,17455,4378,45,2026-01-30 16:41:34.895663
13651,6351,3994,21,2026-01-30 16:35:37.681127
13652,13172,2616,12,2026-01-30 16:43:59.587674
13653,7758,3156,48,2026-01-30 16:38:37.365263
13654,15416,5585,18,2026-01-30 16:45:12.950285
13655,11010,226,16,2026-01-30 16:40:49.682877
13656,7282,4634,18,2026-01-30 16:37:43.399513
13657,9363,1133,6,2026-01-30 16:39:05.164897
13658,17449,4994,43,2026-01-30 16:39:50.881541
13659,12246,6276,31,2026-01-30 16:41:42.357147
13660,5360,6434,16,2026-01-30 16:41:24.021436
13661,9062,7171,4,2026-01-30 16:44:09.859283
13662,17531,1660,26,2026-01-30 16:43:47.465942
13663,12887,6045,26,2026-01-30 16:38:21.224523
13664,1447,1386,16,2026-01-30 16:38:01.421139
13665,8213,5477,4,2026-01-30 16:35:39.508816
13666,4116,6341,1,2026-01-30 16:37:10.348468
13667,9946,3723,6,2026-01-30 16:41:11.266501
13668,11696,2084,18,2026-01-30 16:42:17.344153
13669,1771,4118,31,2026-01-30 16:34:37.081174
13670,16426,3530,10,2026-01-30 16:36:54.755011
13671,10967,846,37,2026-01-30 16:35:16.918646
13672,2664,6585,43,2026-01-30 16:43:21.623723
13673,8283,7325,16,2026-01-30 16:39:58.406518
13674,9216,5877,1,2026-01-30 16:35:16.279559
13675,16837,6181,13,2026-01-30 16:38:33.132802
13676,8136,2469,5,2026-01-30 16:46:25.494934
13677,19996,1140,18,2026-01-30 16:38:51.437310
13678,19318,6122,6,2026-01-30 16:44:26.232795
13679,18298,6283,3,2026-01-30 16:37:23.236330
13680,8856,4203,36,2026-01-30 16:43:06.945196
13681,7713,5588,4,2026-01-30 16:46:15.495788
13682,13501,6626,37,2026-01-30 16:36:51.664479
13683,12330,5182,40,2026-01-30 16:35:23.912879
13684,14248,1468,28,2026-01-30 16:36:43.086308
13685,2245,4982,33,2026-01-30 16:41:35.786947
13686,15135,1833,1,2026-01-30 16:36:34.784414
13687,11884,1353,1,2026-01-30 16:38:44.153434
13688,9468,3256,36,2026-01-30 16:43:44.073041
13689,8385,3445,38,2026-01-30 16:35:29.630557
13690,8245,4140,12,2026-01-30 16:42:24.988398
13691,6077,4125,14,2026-01-30 16:41:44.358534
13692,4666,2167,12,2026-01-30 16:40:44.343548
13693,6404,4300,18,2026-01-30 16:41:13.974938
13694,4051,4899,26,2026-01-30 16:37:35.869247
13695,7026,3687,40,2026-01-30 16:45:24.434328
13696,1243,4877,8,2026-01-30 16:42:16.749629
13697,2132,882,37,2026-01-30 16:43:06.311019
13698,2595,4943,20,2026-01-30 16:36:55.627746
13699,13961,40,27,2026-01-30 16:35:36.266209
13700,17394,7035,43,2026-01-30 16:45:54.993757
13701,15565,7830,29,2026-01-30 16:41:43.726689
13702,10152,2349,29,2026-01-30 16:44:37.689381
13703,1155,6865,36,2026-01-30 16:36:29.278486
13704,251,4746,37,2026-01-30 16:42:09.600764
13705,19219,7489,33,2026-01-30 16:39:14.125962
13706,10467,2671,26,2026-01-30 16:41:14.163965
13707,15624,5537,17,2026-01-30 16:35:29.480623
13708,18454,7998,17,2026-01-30 16:37:08.217495
13709,5861,5170,25,2026-01-30 16:44:23.642167
13710,14835,3315,25,2026-01-30 16:42:22.405602
13711,2417,7628,36,2026-01-30 16:40:38.516320
13712,2402,1961,47,2026-01-30 16:43:38.877889
13713,10235,1945,17,2026-01-30 16:41:28.355216
13714,2570,6310,47,2026-01-30 16:41:09.432742
13715,17368,4172,3,2026-01-30 16:38:44.129965
13716,3510,7483,47,2026-01-30 16:41:23.312530
13717,19078,6405,30,2026-01-30 16:43:31.677318
13718,15733,5195,41,2026-01-30 16:43:22.056478
13719,12414,4988,21,2026-01-30 16:39:33.246280
13720,6472,6901,38,2026-01-30 16:39:54.729887
13721,6944,4094,41,2026-01-30 16:45:12.860048
13722,6951,1953,10,2026-01-30 16:45:47.248075
13723,8933,1282,26,2026-01-30 16:37:47.233049
13724,333,4771,1,2026-01-30 16:41:20.033502
13725,914,3308,24,2026-01-30 16:41:54.169907
13726,5645,4667,36,2026-01-30 16:34:51.635626
13727,214,6256,5,2026-01-30 16:44:27.773602
13728,17666,2430,35,2026-01-30 16:37:12.217035
13729,4983,5690,41,2026-01-30 16:36:37.417513
13730,10146,3790,47,2026-01-30 16:41:17.054834
13731,15266,922,7,2026-01-30 16:42:10.802255
13732,1565,2770,22,2026-01-30 16:45:51.801631
13733,3534,2963,48,2026-01-30 16:36:02.101868
13734,1463,3821,3,2026-01-30 16:35:00.257895
13735,10266,2446,33,2026-01-30 16:37:50.939981
13736,7079,2076,24,2026-01-30 16:42:03.371384
13737,9852,6134,16,2026-01-30 16:39:00.353029
13738,3311,6277,46,2026-01-30 16:35:39.130192
13739,3117,782,33,2026-01-30 16:36:27.010421
13740,13021,2050,11,2026-01-30 16:42:57.395533
13741,14066,172,24,2026-01-30 16:38:38.449610
13742,10664,307,33,2026-01-30 16:40:24.315935
13743,5781,2539,48,2026-01-30 16:43:48.529825
13744,13493,2380,24,2026-01-30 16:45:20.493702
13745,12628,2013,7,2026-01-30 16:43:29.736872
13746,18649,2921,30,2026-01-30 16:37:24.862598
13747,8868,5369,1,2026-01-30 16:45:20.524822
13748,16036,6910,41,2026-01-30 16:35:11.178633
13749,5403,4652,36,2026-01-30 16:39:44.602215
13750,3266,4618,29,2026-01-30 16:36:06.196698
13751,1521,3459,33,2026-01-30 16:34:35.466748
13752,18996,6298,4,2026-01-30 16:37:24.068782
13753,2370,1571,17,2026-01-30 16:42:41.042620
13754,6862,6968,45,2026-01-30 16:42:42.741253
13755,7127,6225,12,2026-01-30 16:36:18.093695
13756,13761,5963,42,2026-01-30 16:35:31.914356
13757,12177,499,49,2026-01-30 16:37:40.535802
13758,3373,2733,43,2026-01-30 16:38:00.942651
13759,13287,4530,42,2026-01-30 16:40:59.866869
13760,18482,4029,25,2026-01-30 16:34:43.474200
13761,17096,6561,7,2026-01-30 16:46:42.496533
13762,17326,7529,10,2026-01-30 16:40:07.437994
13763,12329,7288,10,2026-01-30 16:45:11.501740
13764,9198,7456,20,2026-01-30 16:40:14.291161
13765,7771,6468,32,2026-01-30 16:39:58.380844
13766,2538,2541,42,2026-01-30 16:45:22.040929
13767,8118,5690,41,2026-01-30 16:39:39.247170
13768,12271,1859,13,2026-01-30 16:45:28.957515
13769,13527,4438,47,2026-01-30 16:40:50.352667
13770,2287,601,41,2026-01-30 16:38:04.568954
13771,18871,1244,31,2026-01-30 16:35:38.668000
13772,14469,960,13,2026-01-30 16:42:07.507529
13773,19816,7085,15,2026-01-30 16:40:26.965829
13774,8069,5679,47,2026-01-30 16:43:24.007973
13775,7534,7331,28,2026-01-30 16:43:32.894135
13776,14264,7111,10,2026-01-30 16:34:37.761630
13777,9482,6551,12,2026-01-30 16:36:21.623581
13778,14095,6891,23,2026-01-30 16:42:54.755243
13779,7463,7749,6,2026-01-30 16:41:48.761666
13780,1958,7668,37,2026-01-30 16:43:16.191660
13781,787,2596,25,2026-01-30 16:39:31.161201
13782,14205,807,21,2026-01-30 16:34:48.294000
13783,2819,1269,10,2026-01-30 16:37:21.043065
13784,3511,4742,19,2026-01-30 16:40:38.612645
13785,18395,7315,25,2026-01-30 16:45:14.669197
13786,3567,2418,27,2026-01-30 16:38:35.773539
13787,2238,3219,46,2026-01-30 16:42:59.059296
13788,10431,4875,24,2026-01-30 16:40:37.618022
13789,13373,1411,47,2026-01-30 16:45:27.122699
13790,6548,2182,20,2026-01-30 16:45:32.960110
13791,7569,2934,37,2026-01-30 16:43:02.495863
13792,10250,4080,49,2026-01-30 16:35:59.323410
13793,15704,7992,31,2026-01-30 16:46:29.381842
13794,14632,7540,29,2026-01-30 16:41:36.828659
13795,15112,2769,23,2026-01-30 16:43:02.168407
13796,12130,4858,39,2026-01-30 16:36:59.912863
13797,19256,2114,42,2026-01-30 16:46:07.260037
13798,19813,4238,16,2026-01-30 16:35:04.555535
13799,12870,896,26,2026-01-30 16:44:16.026577
13800,18232,3611,4,2026-01-30 16:34:42.127787
13801,17839,4916,16,2026-01-30 16:44:15.681906
13802,7585,2076,23,2026-01-30 16:35:57.687666
13803,281,7270,3,2026-01-30 16:43:35.509218
13804,7413,3890,5,2026-01-30 16:45:47.395441
13805,10923,876,33,2026-01-30 16:39:37.087001
13806,17966,1416,31,2026-01-30 16:38:01.677637
13807,7535,3351,24,2026-01-30 16:38:51.993876
13808,13348,3864,42,2026-01-30 16:43:26.576117
13809,10079,2236,44,2026-01-30 16:38:41.705650
13810,3971,7043,11,2026-01-30 16:37:29.947203
13811,18352,5452,47,2026-01-30 16:45:39.663867
13812,18318,97,3,2026-01-30 16:35:44.556222
13813,7284,1860,8,2026-01-30 16:36:31.542629
13814,14776,5995,42,2026-01-30 16:39:29.942197
13815,9628,3870,38,2026-01-30 16:44:35.145063
13816,16284,4527,18,2026-01-30 16:38:45.771641
13817,12500,3573,37,2026-01-30 16:40:41.608216
13818,3989,5893,31,2026-01-30 16:34:47.987859
13819,1086,3585,23,2026-01-30 16:38:37.535811
13820,19445,4829,16,2026-01-30 16:35:23.231926
13821,4815,5600,20,2026-01-30 16:45:43.824911
13822,5641,5767,12,2026-01-30 16:35:59.349486
13823,17700,4191,10,2026-01-30 16:34:54.968620
13824,8843,7033,27,2026-01-30 16:39:29.771836
13825,7700,6751,34,2026-01-30 16:37:48.051811
13826,1087,5682,8,2026-01-30 16:43:48.812867
13827,10914,2432,10,2026-01-30 16:38:38.559145
13828,8142,2919,10,2026-01-30 16:39:19.107924
13829,3439,1128,22,2026-01-30 16:41:36.134444
13830,287,1777,35,2026-01-30 16:34:29.197843
13831,10823,4698,7,2026-01-30 16:36:59.178963
13832,4907,2510,3,2026-01-30 16:38:07.945923
13833,14201,3147,6,2026-01-30 16:40:10.780283
13834,6916,1888,36,2026-01-30 16:45:55.523585
13835,12864,4754,9,2026-01-30 16:37:37.844595
13836,9473,5311,49,2026-01-30 16:37:33.367315
13837,1481,6372,6,2026-01-30 16:45:29.529924
13838,2967,855,46,2026-01-30 16:39:32.861589
13839,1644,3037,38,2026-01-30 16:36:00.336642
13840,11244,696,29,2026-01-30 16:40:19.202891
13841,13937,7386,5,2026-01-30 16:40:02.354868
13842,12547,7167,28,2026-01-30 16:35:46.181239
13843,2271,101,28,2026-01-30 16:46:10.232475
13844,5591,2393,13,2026-01-30 16:36:17.625348
13845,17076,7555,33,2026-01-30 16:38:03.768965
13846,12621,806,17,2026-01-30 16:40:09.508559
13847,15106,7123,38,2026-01-30 16:41:49.142927
13848,12378,1722,34,2026-01-30 16:40:41.443048
13849,14987,6485,17,2026-01-30 16:39:13.157696
13850,10548,5383,48,2026-01-30 16:40:37.944512
13851,2885,2304,16,2026-01-30 16:37:33.900286
13852,4276,1274,23,2026-01-30 16:41:22.479915
13853,5168,3112,4,2026-01-30 16:39:46.851592
13854,2927,7793,8,2026-01-30 16:38:04.737447
13855,2234,7465,1,2026-01-30 16:42:17.893305
13856,12165,338,2,2026-01-30 16:34:46.554744
13857,1185,4191,37,2026-01-30 16:45:23.115427
13858,9733,426,35,2026-01-30 16:38:37.703389
13859,9258,2768,44,2026-01-30 16:43:33.185105
13860,3501,5560,3,2026-01-30 16:46:20.248724
13861,13676,3009,8,2026-01-30 16:37:07.557765
13862,13124,331,15,2026-01-30 16:36:54.850551
13863,6001,5495,11,2026-01-30 16:45:58.677549
13864,8023,2769,48,2026-01-30 16:44:30.726577
13865,6563,5253,27,2026-01-30 16:45:53.064608
13866,5689,1731,7,2026-01-30 16:44:21.111755
13867,13566,4840,39,2026-01-30 16:37:13.703100
13868,15678,4573,26,2026-01-30 16:39:37.150305
13869,17901,3456,25,2026-01-30 16:38:45.552473
13870,12590,5901,35,2026-01-30 16:36:26.666117
13871,19384,1304,48,2026-01-30 16:46:10.145668
13872,1932,1845,27,2026-01-30 16:34:55.589263
13873,7590,4064,8,2026-01-30 16:39:19.586866
13874,14647,2620,24,2026-01-30 16:37:14.834723
13875,6175,4918,5,2026-01-30 16:44:32.253489
13876,3462,4466,30,2026-01-30 16:35:58.995583
13877,16491,1612,18,2026-01-30 16:34:32.133716
13878,12317,5067,22,2026-01-30 16:40:49.408792
13879,1447,985,42,2026-01-30 16:38:00.421139
13880,12807,5414,33,2026-01-30 16:45:51.782002
13881,17607,7669,24,2026-01-30 16:35:15.392224
13882,2787,3925,5,2026-01-30 16:39:26.760674
13883,18230,1734,8,2026-01-30 16:43:42.175462
13884,9969,4652,25,2026-01-30 16:42:54.835309
13885,11214,5501,9,2026-01-30 16:40:35.324669
13886,10685,6960,26,2026-01-30 16:34:33.094563
13887,9841,2189,28,2026-01-30 16:44:33.924731
13888,617,3535,16,2026-01-30 16:42:59.260565
13889,2295,2505,41,2026-01-30 16:38:55.916959
13890,5955,4388,12,2026-01-30 16:46:02.098901
13891,12542,7221,1,2026-01-30 16:41:15.640389
13892,1229,5777,2,2026-01-30 16:38:08.047130
13893,1438,6753,16,2026-01-30 16:41:26.794137
13894,10602,1111,11,2026-01-30 16:34:48.913847
13895,2613,1813,41,2026-01-30 16:39:34.338385
13896,9590,5923,34,2026-01-30 16:37:09.163777
13897,1578,6597,43,2026-01-30 16:38:06.269600
13898,9252,6875,23,2026-01-30 16:42:33.130905
13899,17598,1968,42,2026-01-30 16:41:41.682373
13900,6968,3221,43,2026-01-30 16:41:14.842993
13901,7122,7759,5,2026-01-30 16:38:06.873491
13902,19545,3524,37,2026-01-30 16:37:22.222013
13903,7121,7939,46,2026-01-30 16:45:16.466370
13904,4036,4826,9,2026-01-30 16:38:51.768750
13905,12100,5948,8,2026-01-30 16:44:36.028855
13906,6438,3340,8,2026-01-30 16:45:34.480577
13907,1057,6198,31,2026-01-30 16:37:22.324593
13908,1391,5731,30,2026-01-30 16:43:22.749490
13909,18752,3471,1,2026-01-30 16:41:46.382151
13910,10710,378,3,2026-01-30 16:39:33.919474
13911,13335,5729,35,2026-01-30 16:37:45.403142
13912,13353,5417,13,2026-01-30 16:45:42.328961
13913,3503,7933,8,2026-01-30 16:42:44.941835
13914,11632,1896,16,2026-01-30 16:46:20.027101
13915,17172,2234,40,2026-01-30 16:40:45.433054
13916,8463,6974,30,2026-01-30 16:35:16.089283
13917,8998,678,17,2026-01-30 16:44:23.321719
13918,19526,4582,1,2026-01-30 16:36:30.357097
13919,15435,7005,28,2026-01-30 16:42:45.576493
13920,16136,5291,16,2026-01-30 16:38:24.295200
13921,19721,5129,1,2026-01-30 16:40:16.896905
13922,7589,7004,43,2026-01-30 16:45:25.591696
13923,3499,2397,43,2026-01-30 16:42:37.764982
13924,3438,7071,30,2026-01-30 16:45:20.106726
13925,12764,6978,36,2026-01-30 16:35:18.917790
13926,1599,7995,49,2026-01-30 16:42:27.329883
13927,8393,2763,32,2026-01-30 16:37:15.878026
13928,11591,1844,26,2026-01-30 16:46:06.998275
13929,18460,2908,8,2026-01-30 16:44:42.354378
13930,19493,7404,36,2026-01-30 16:36:24.833523
