notification_id,user_id,type,sent_ts,opened
2579,4327,new_message,2026-01-30 16:37:13.706162,0
2580,2083,promo,2026-01-30 16:41:43.202800,0
2581,1494,promo,2026-01-30 16:46:19.667485,0
2582,4450,new_message,2026-01-30 16:36:33.807954,1
2583,989,promo,2026-01-30 16:35:27.899873,0
2584,2901,price_drop,2026-01-30 16:40:08.501043,0
2585,4251,promo,2026-01-30 16:40:49.720399,1
2586,850,promo,2026-01-30 16:35:38.156031,0
2587,3987,price_drop,2026-01-30 16:39:07.989256,1
2588,3327,reactivation,2026-01-30 16:40:18.760176,0
2589,3476,promo,2026-01-30 16:35:29.785039,0
2590,4390,new_message,2026-01-30 16:39:26.110093,0
2591,2733,price_drop,2026-01-30 16:36:27.337122,1
2592,4328,new_message,2026-01-30 16:40:16.705940,1
2593,130,price_drop,2026-01-30 16:35:45.625856,0
2594,4451,promo,2026-01-30 16:36:28.516240,0
2595,906,reactivation,2026-01-30 16:39:50.986660,0
2596,899,price_drop,2026-01-30 16:41:24.185438,0
2597,4775,new_message,2026-01-30 16:40:23.117447,1
2598,3935,new_message,2026-01-30 16:46:33.691153,0
2599,1609,promo,2026-01-30 16:42:39.888207,1
2600,398,promo,2026-01-30 16:41:39.880303,1
2601,637,promo,2026-01-30 16:39:27.616760,0
2602,4125,price_drop,2026-01-30 16:34:52.057565,0
2603,3083,price_drop,2026-01-30 16:37:38.927934,0
2604,1373,promo,2026-01-30 16:37:17.469704,0
2605,1174,new_message,2026-01-30 16:41:03.896498,0
2606,2368,price_drop,2026-01-30 16:46:14.524402,0
2607,4521,price_drop,2026-01-30 16:46:07.370719,0
2608,2950,reactivation,2026-01-30 16:34:55.646806,0
2609,1345,price_drop,2026-01-30 16:41:34.306752,0
2610,3827,price_drop,2026-01-30 16:40:20.038333,1
2611,3752,promo,2026-01-30 16:37:38.569515,0
2612,333,price_drop,2026-01-30 16:44:48.654389,1
2613,550,price_drop,2026-01-30 16:41:10.251856,0
2614,4339,reactivation,2026-01-30 16:46:42.390761,0
2615,4009,price_drop,2026-01-30 16:40:36.771189,0
2616,823,reactivation,2026-01-30 16:43:03.759538,0
2617,2758,promo,2026-01-30 16:42:28.165005,1
2618,4180,promo,2026-01-30 16:42:16.099806,1
2619,506,price_drop,2026-01-30 16:35:46.484496,0
2620,1574,price_drop,2026-01-30 16:46:25.904678,0
2621,4424,price_drop,2026-01-30 16:40:07.476187,1
2622,1089,promo,2026-01-30 16:37:10.988817,1
2623,889,reactivation,2026-01-30 16:46:39.505516,0
2624,2956,reactivation,2026-01-30 16:38:52.455872,0
2625,1707,reactivation,2026-01-30 16:37:00.020404,0
2626,4316,reactivation,2026-01-30 16:43:43.843241,0
2627,1462,price_drop,2026-01-30 16:36:05.315865,0
2628,3872,promo,2026-01-30 16:45:31.616697,1
2629,2540,new_message,2026-01-30 16:35:57.959992,0
2630,3128,new_message,2026-01-30 16:40:00.697748,0
2631,1812,reactivation,2026-01-30 16:44:07.421823,0
2632,695,reactivation,2026-01-30 16:36:51.044874,0
2633,4092,price_drop,2026-01-30 16:40:48.136217,0
2634,2014,price_drop,2026-01-30 16:46:30.894632,0
2635,906,reactivation,2026-01-30 16:35:06.885174,0
2636,146,reactivation,2026-01-30 16:36:58.228982,0
2637,4569,price_drop,2026-01-30 16:44:57.219877,0
2638,4624,new_message,2026-01-30 16:41:45.297710,0
2639,2035,new_message,2026-01-30 16:40:28.231290,0
2640,1351,new_message,2026-01-30 16:40:14.625930,0
2641,94,promo,2026-01-30 16:35:00.530528,0
2642,3348,price_drop,2026-01-30 16:37:28.163007,0
2643,3421,promo,2026-01-30 16:37:18.530027,0
2644,1373,price_drop,2026-01-30 16:39:04.563180,0
2645,1836,new_message,2026-01-30 16:44:06.465894,0
2646,3196,new_message,2026-01-30 16:39:16.108778,1
2647,4639,price_drop,2026-01-30 16:39:42.461954,0
2648,30,promo,2026-01-30 16:41:10.580997,0
2649,2737,reactivation,2026-01-30 16:46:17.318642,0
2650,4245,price_drop,2026-01-30 16:40:52.403641,1
2651,4841,reactivation,2026-01-30 16:37:43.445843,1
2652,1019,new_message,2026-01-30 16:40:51.873652,0
2653,1853,reactivation,2026-01-30 16:46:31.935280,0
2654,3549,promo,2026-01-30 16:40:07.402230,0
2655,3231,new_message,2026-01-30 16:44:14.737875,1
2656,1545,promo,2026-01-30 16:36:11.705293,0
2657,2574,promo,2026-01-30 16:39:15.646200,1
2658,794,new_message,2026-01-30 16:38:40.589545,0
2659,3397,promo,2026-01-30 16:43:06.162711,1
2660,4446,new_message,2026-01-30 16:41:21.899937,0
2661,3860,price_drop,2026-01-30 16:35:44.908700,0
2662,4389,promo,2026-01-30 16:35:43.423076,0
2663,366,new_message,2026-01-30 16:41:13.923172,1
2664,1705,new_message,2026-01-30 16:42:12.118410,0
2665,2191,reactivation,2026-01-30 16:35:53.951909,0
2666,1210,new_message,2026-01-30 16:40:03.275207,0
2667,2043,promo,2026-01-30 16:43:02.122807,0
2668,4978,promo,2026-01-30 16:34:55.572027,0
2669,3520,price_drop,2026-01-30 16:44:07.544008,0
2670,128,price_drop,2026-01-30 16:41:39.143439,0
2671,4395,new_message,2026-01-30 16:46:30.159675,0
2672,2965,reactivation,2026-01-30 16:42:40.420443,0
2673,2037,price_drop,2026-01-30 16:46:41.925623,1
2674,2881,new_message,2026-01-30 16:46:35.794847,0
2675,2339,price_drop,2026-01-30 16:43:24.363702,0
2676,2164,price_drop,2026-01-30 16:36:40.831671,1
2677,1838,reactivation,2026-01-30 16:36:09.189334,0
2678,106,promo,2026-01-30 16:46:23.276438,1
2679,3659,price_drop,2026-01-30 16:35:59.946586,0
2680,840,reactivation,2026-01-30 16:37:40.106302,0
2681,1528,reactivation,2026-01-30 16:42:56.549319,0
2682,1964,reactivation,2026-01-30 16:46:29.144277,0
2683,1829,new_message,2026-01-30 16:36:06.272483,1
2684,3827,promo,2026-01-30 16:46:35.162313,0
2685,4363,promo,2026-01-30 16:38:53.096388,0
2686,1242,price_drop,2026-01-30 16:42:23.833208,1
2687,812,promo,2026-01-30 16:35:09.979509,1
2688,3149,promo,2026-01-30 16:43:02.864299,0
2689,1046,reactivation,2026-01-30 16:46:44.345165,1
2690,3776,new_message,2026-01-30 16:45:51.467819,0
2691,4806,reactivation,2026-01-30 16:37:10.735810,0
2692,3400,reactivation,2026-01-30 16:38:53.934486,1
2693,344,reactivation,2026-01-30 16:46:12.973397,0
2694,3714,new_message,2026-01-30 16:44:53.651733,0
2695,4741,reactivation,2026-01-30 16:35:28.473604,0
2696,2825,reactivation,2026-01-30 16:45:22.300146,0
2697,2067,price_drop,2026-01-30 16:40:19.749567,1
2698,4103,price_drop,2026-01-30 16:38:45.400356,0
2699,3137,new_message,2026-01-30 16:37:15.591955,1
2700,216,new_message,2026-01-30 16:42:15.590314,0
2701,1721,new_message,2026-01-30 16:45:19.437866,0
2702,2788,price_drop,2026-01-30 16:43:34.787041,0
2703,4878,promo,2026-01-30 16:40:10.689810,0
2704,3098,promo,2026-01-30 16:35:48.590946,0
2705,2707,reactivation,2026-01-30 16:39:50.962450,1
2706,3001,price_drop,2026-01-30 16:41:01.290184,1
2707,668,reactivation,2026-01-30 16:41:14.783468,0
2708,709,reactivation,2026-01-30 16:37:12.372290,0
2709,4616,reactivation,2026-01-30 16:36:09.082052,1
2710,2821,new_message,2026-01-30 16:40:45.035638,0
2711,607,new_message,2026-01-30 16:36:56.132461,1
2712,4239,price_drop,2026-01-30 16:35:27.398459,1
2713,2300,reactivation,2026-01-30 16:42:53.549386,0
2714,3318,reactivation,2026-01-30 16:43:37.105721,0
2715,4805,promo,2026-01-30 16:36:33.920726,0
2716,3722,promo,2026-01-30 16:43:25.000854,0
2717,4000,new_message,2026-01-30 16:40:34.475466,1
2718,1904,promo,2026-01-30 16:38:30.275771,0
2719,2726,new_message,2026-01-30 16:37:46.016346,0
2720,3368,price_drop,2026-01-30 16:42:00.850287,0
2721,1693,promo,2026-01-30 16:43:52.351488,0
2722,1939,price_drop,2026-01-30 16:39:38.033055,0
2723,4139,promo,2026-01-30 16:44:44.666638,0
2724,1433,price_drop,2026-01-30 16:41:24.982452,1
2725,1539,new_message,2026-01-30 16:39:34.215221,1
2726,467,promo,2026-01-30 16:45:55.363097,0
2727,3459,new_message,2026-01-30 16:35:30.968405,0
2728,3879,promo,2026-01-30 16:39:38.946546,0
2729,4030,promo,2026-01-30 16:36:32.986881,1
2730,3850,price_drop,2026-01-30 16:44:40.534901,0
2731,2478,reactivation,2026-01-30 16:35:02.642484,0
2732,4661,promo,2026-01-30 16:36:14.391045,0
2733,4661,new_message,2026-01-30 16:42:13.366479,0
2734,3792,reactivation,2026-01-30 16:39:17.917780,0
2735,2821,reactivation,2026-01-30 16:41:15.172538,1
2736,3951,new_message,2026-01-30 16:43:33.389307,0
2737,1634,reactivation,2026-01-30 16:37:26.344733,0
2738,357,price_drop,2026-01-30 16:37:39.773824,0
2739,2640,new_message,2026-01-30 16:38:54.900878,0
2740,3454,price_drop,2026-01-30 16:35:08.629237,1
2741,4050,new_message,2026-01-30 16:37:23.791588,0
2742,3284,price_drop,2026-01-30 16:39:25.628239,0
2743,279,new_message,2026-01-30 16:35:17.125317,1
2744,1150,reactivation,2026-01-30 16:36:58.375101,0
2745,80,promo,2026-01-30 16:41:03.035532,0
2746,3362,promo,2026-01-30 16:38:34.670956,0
2747,4570,promo,2026-01-30 16:35:32.481619,0
2748,4836,reactivation,2026-01-30 16:41:28.950929,0
2749,4541,price_drop,2026-01-30 16:46:40.146883,1
2750,4261,price_drop,2026-01-30 16:42:57.515987,1
2751,1378,new_message,2026-01-30 16:44:08.943983,0
2752,1554,new_message,2026-01-30 16:35:46.918484,0
2753,825,new_message,2026-01-30 16:46:31.816291,1
2754,304,reactivation,2026-01-30 16:41:00.612231,0
2755,4394,new_message,2026-01-30 16:44:45.256791,0
2756,2028,new_message,2026-01-30 16:42:15.975069,1
2757,2422,reactivation,2026-01-30 16:40:44.425134,0
2758,369,promo,2026-01-30 16:44:08.797074,1
2759,33,reactivation,2026-01-30 16:46:06.418395,0
2760,464,reactivation,2026-01-30 16:37:47.277665,0
2761,673,new_message,2026-01-30 16:40:11.489633,0
2762,3283,new_message,2026-01-30 16:46:04.562802,0
2763,4742,price_drop,2026-01-30 16:45:50.943549,0
2764,1454,promo,2026-01-30 16:37:48.322859,0
2765,3339,new_message,2026-01-30 16:35:45.736151,1
2766,1884,price_drop,2026-01-30 16:45:58.489035,0
2767,1116,promo,2026-01-30 16:36:15.517102,0
2768,1793,reactivation,2026-01-30 16:35:10.851826,0
2769,2852,reactivation,2026-01-30 16:38:17.337618,0
2770,2538,new_message,2026-01-30 16:39:03.410255,0
2771,1463,reactivation,2026-01-30 16:46:06.281013,0
2772,2128,promo,2026-01-30 16:40:23.581453,0
2773,3294,reactivation,2026-01-30 16:42:46.001600,1
2774,3892,new_message,2026-01-30 16:37:48.593329,0
2775,2545,new_message,2026-01-30 16:36:07.516214,0
2776,4299,promo,2026-01-30 16:34:56.236030,0
2777,708,reactivation,2026-01-30 16:40:48.327024,0
2778,1472,reactivation,2026-01-30 16:35:05.213411,1
2779,2662,price_drop,2026-01-30 16:41:20.629795,0
2780,1567,promo,2026-01-30 16:39:19.499042,0
2781,4227,new_message,2026-01-30 16:46:26.391233,0
2782,4942,price_drop,2026-01-30 16:40:49.569074,0
2783,1421,price_drop,2026-01-30 16:35:48.615427,1
2784,1939,price_drop,2026-01-30 16:43:58.306484,0
2785,1833,reactivation,2026-01-30 16:35:03.663471,0
2786,4849,promo,2026-01-30 16:44:04.631069,1
2787,1691,reactivation,2026-01-30 16:43:59.834747,0
2788,4030,reactivation,2026-01-30 16:46:13.820719,0
2789,4764,promo,2026-01-30 16:44:26.829124,0
2790,1174,promo,2026-01-30 16:38:46.937478,0
2791,4123,price_drop,2026-01-30 16:40:04.622921,0
2792,1663,price_drop,2026-01-30 16:45:23.811285,0
2793,627,new_message,2026-01-30 16:46:23.133403,1
2794,2978,new_message,2026-01-30 16:36:53.169790,0
2795,565,promo,2026-01-30 16:35:49.059428,0
2796,3856,new_message,2026-01-30 16:42:04.274556,1
2797,993,promo,2026-01-30 16:41:11.702865,0
2798,1591,reactivation,2026-01-30 16:38:31.723436,1
2799,1643,reactivation,2026-01-30 16:37:43.528620,0
2800,1234,price_drop,2026-01-30 16:39:27.668251,0
2801,4116,reactivation,2026-01-30 16:43:13.246123,0
2802,3931,new_message,2026-01-30 16:46:25.021880,0
2803,1453,promo,2026-01-30 16:37:05.895806,0
2804,1384,price_drop,2026-01-30 16:39:01.289962,0
2805,1278,reactivation,2026-01-30 16:39:06.849313,0
2806,3502,promo,2026-01-30 16:41:21.159314,1
2807,680,reactivation,2026-01-30 16:36:34.514194,1
2808,28,reactivation,2026-01-30 16:37:09.270998,0
2809,1268,new_message,2026-01-30 16:41:07.333687,0
2810,1532,reactivation,2026-01-30 16:36:39.044294,1
2811,3173,reactivation,2026-01-30 16:41:06.836137,1
2812,3159,price_drop,2026-01-30 16:44:42.230841,0
2813,4446,reactivation,2026-01-30 16:45:06.449015,0
2814,346,price_drop,2026-01-30 16:40:55.865030,1
2815,2511,reactivation,2026-01-30 16:40:11.490446,0
2816,2072,new_message,2026-01-30 16:46:16.602911,0
2817,889,price_drop,2026-01-30 16:36:50.361228,0
2818,1830,reactivation,2026-01-30 16:45:14.555152,0
2819,2522,reactivation,2026-01-30 16:39:26.119115,1
2820,722,promo,2026-01-30 16:37:39.713037,0
2821,1597,new_message,2026-01-30 16:35:48.344633,0
2822,424,new_message,2026-01-30 16:43:24.532461,0
2823,139,reactivation,2026-01-30 16:44:11.973803,0
2824,897,new_message,2026-01-30 16:46:48.879342,0
2825,3646,reactivation,2026-01-30 16:38:53.036436,1
2826,526,price_drop,2026-01-30 16:34:50.420745,0
2827,2081,new_message,2026-01-30 16:38:32.534101,0
2828,3063,new_message,2026-01-30 16:45:09.762513,0
2829,172,reactivation,2026-01-30 16:43:32.709233,1
2830,4975,promo,2026-01-30 16:45:47.979154,1
2831,4281,reactivation,2026-01-30 16:38:56.298126,0
2832,3139,promo,2026-01-30 16:45:12.775043,1
2833,2474,promo,2026-01-30 16:38:37.623213,0
2834,3192,new_message,2026-01-30 16:43:53.232189,0
2835,1050,new_message,2026-01-30 16:38:51.379438,1
2836,3022,promo,2026-01-30 16:39:30.480179,1
2837,2926,reactivation,2026-01-30 16:46:09.851595,0
2838,578,reactivation,2026-01-30 16:46:05.295527,0
2839,2949,price_drop,2026-01-30 16:44:24.605234,0
2840,3060,promo,2026-01-30 16:35:26.147391,1
2841,2465,reactivation,2026-01-30 16:41:14.803613,0
2842,778,new_message,2026-01-30 16:39:31.147889,0
2843,2437,promo,2026-01-30 16:44:45.324105,1
2844,703,promo,2026-01-30 16:39:00.957332,1
2845,3036,price_drop,2026-01-30 16:44:52.922727,1
2846,4115,new_message,2026-01-30 16:40:34.256223,1
2847,3677,new_message,2026-01-30 16:36:31.364339,1
2848,2337,price_drop,2026-01-30 16:41:46.071182,1
2849,3375,price_drop,2026-01-30 16:44:40.419490,1
2850,3043,reactivation,2026-01-30 16:41:59.443105,1
2851,3721,price_drop,2026-01-30 16:36:34.931925,0
2852,2390,price_drop,2026-01-30 16:44:21.087917,0
2853,3615,price_drop,2026-01-30 16:38:28.698807,0
2854,715,new_message,2026-01-30 16:37:41.302465,0
2855,890,price_drop,2026-01-30 16:45:59.613922,0
2856,257,promo,2026-01-30 16:43:39.236013,0
2857,1767,reactivation,2026-01-30 16:36:52.852133,0
2858,3593,reactivation,2026-01-30 16:41:22.590941,0
2859,4852,price_drop,2026-01-30 16:42:11.873382,0
2860,161,new_message,2026-01-30 16:36:56.320897,0
2861,3069,reactivation,2026-01-30 16:35:49.171536,1
2862,4709,reactivation,2026-01-30 16:45:56.860240,0
2863,552,price_drop,2026-01-30 16:37:35.990246,0
2864,2083,new_message,2026-01-30 16:42:21.097296,0
2865,3026,new_message,2026-01-30 16:42:15.793973,1
2866,1380,new_message,2026-01-30 16:45:55.383177,0
2867,2130,promo,2026-01-30 16:42:31.969159,0
2868,3749,reactivation,2026-01-30 16:45:56.546367,1
2869,2981,new_message,2026-01-30 16:35:32.472685,0
2870,2896,new_message,2026-01-30 16:39:44.591013,0
2871,16,reactivation,2026-01-30 16:37:59.812940,1
2872,651,new_message,2026-01-30 16:43:56.566821,1
2873,1429,new_message,2026-01-30 16:35:43.902892,1
2874,2561,price_drop,2026-01-30 16:45:13.410129,1
2875,3865,reactivation,2026-01-30 16:35:13.588995,0
2876,1513,new_message,2026-01-30 16:36:47.504139,0
2877,1109,promo,2026-01-30 16:35:28.045425,1
2878,1943,price_drop,2026-01-30 16:45:05.876159,0
2879,4438,reactivation,2026-01-30 16:45:49.931390,0
2880,4787,reactivation,2026-01-30 16:36:50.569944,1
2881,472,promo,2026-01-30 16:45:14.764251,1
2882,2532,new_message,2026-01-30 16:43:53.498623,0
2883,2316,reactivation,2026-01-30 16:39:04.776147,0
2884,2364,price_drop,2026-01-30 16:46:36.459149,0
2885,2356,new_message,2026-01-30 16:44:12.947692,0
2886,938,new_message,2026-01-30 16:44:15.011107,0
2887,2064,price_drop,2026-01-30 16:40:42.596026,1
2888,664,reactivation,2026-01-30 16:36:39.000263,0
2889,4413,price_drop,2026-01-30 16:41:05.994270,0
2890,1004,price_drop,2026-01-30 16:44:33.736974,0
2891,1903,reactivation,2026-01-30 16:40:59.769406,0
2892,764,promo,2026-01-30 16:45:28.280756,0
2893,3335,new_message,2026-01-30 16:40:53.570788,0
2894,3149,price_drop,2026-01-30 16:45:37.089251,1
2895,4803,price_drop,2026-01-30 16:45:27.028861,0
2896,3742,promo,2026-01-30 16:43:57.536643,0
2897,793,price_drop,2026-01-30 16:39:43.344907,0
2898,1341,promo,2026-01-30 16:45:52.495032,0
2899,2165,promo,2026-01-30 16:35:00.164098,0
2900,918,new_message,2026-01-30 16:36:21.490051,0
2901,2344,reactivation,2026-01-30 16:38:50.939357,1
2902,1564,new_message,2026-01-30 16:35:22.252684,0
2903,186,reactivation,2026-01-30 16:36:04.834290,0
2904,803,reactivation,2026-01-30 16:39:17.969156,0
2905,4299,promo,2026-01-30 16:45:51.784570,0
2906,3584,reactivation,2026-01-30 16:40:25.326843,1
2907,1189,reactivation,2026-01-30 16:42:43.950635,1
2908,316,reactivation,2026-01-30 16:44:10.369895,0
2909,3574,new_message,2026-01-30 16:37:23.993457,1
2910,2610,price_drop,2026-01-30 16:43:10.589889,0
2911,2765,reactivation,2026-01-30 16:36:59.777456,1
2912,235,promo,2026-01-30 16:44:43.230834,0
2913,1327,new_message,2026-01-30 16:38:28.167712,0
2914,4174,new_message,2026-01-30 16:35:45.558826,0
2915,4864,price_drop,2026-01-30 16:43:49.182623,1
2916,1677,new_message,2026-01-30 16:35:05.368307,0
2917,2508,new_message,2026-01-30 16:42:04.223031,1
2918,3676,reactivation,2026-01-30 16:36:24.316320,1
2919,4886,new_message,2026-01-30 16:36:17.178426,0
2920,4655,price_drop,2026-01-30 16:43:53.552638,0
2921,1817,new_message,2026-01-30 16:39:39.524069,0
2922,2825,promo,2026-01-30 16:34:52.435193,0
2923,2466,price_drop,2026-01-30 16:42:16.240283,0
2924,1480,new_message,2026-01-30 16:41:56.182446,0
2925,2685,new_message,2026-01-30 16:36:47.052180,0
2926,2243,promo,2026-01-30 16:36:14.979729,0
2927,4761,price_drop,2026-01-30 16:35:06.573403,1
2928,1885,promo,2026-01-30 16:38:23.695553,1
2929,1215,reactivation,2026-01-30 16:38:18.158926,0
2930,2788,promo,2026-01-30 16:45:51.714970,0
2931,1563,price_drop,2026-01-30 16:43:44.660340,0
2932,4862,new_message,2026-01-30 16:39:46.009923,0
2933,2398,price_drop,2026-01-30 16:43:13.386175,0
2934,88,promo,2026-01-30 16:44:34.964990,0
2935,1347,new_message,2026-01-30 16:43:15.083997,0
2936,4344,price_drop,2026-01-30 16:38:14.961726,0
2937,1380,promo,2026-01-30 16:44:10.554914,0
2938,4774,new_message,2026-01-30 16:37:12.706790,0
2939,2820,new_message,2026-01-30 16:34:58.430600,1
2940,1939,new_message,2026-01-30 16:35:33.862500,0
2941,331,reactivation,2026-01-30 16:37:35.299442,0
2942,216,new_message,2026-01-30 16:44:04.615063,1
2943,4568,new_message,2026-01-30 16:45:46.837840,0
2944,4575,reactivation,2026-01-30 16:45:59.903358,0
2945,1810,reactivation,2026-01-30 16:36:01.674039,0
2946,3731,price_drop,2026-01-30 16:42:03.266013,0
2947,1092,price_drop,2026-01-30 16:45:05.397277,0
2948,1175,reactivation,2026-01-30 16:44:01.565441,0
2949,3066,new_message,2026-01-30 16:42:45.211557,0
2950,318,new_message,2026-01-30 16:40:16.213009,1
2951,2188,reactivation,2026-01-30 16:38:35.581794,0
2952,2345,reactivation,2026-01-30 16:37:54.289315,0
2953,196,price_drop,2026-01-30 16:43:09.756704,1
2954,3696,new_message,2026-01-30 16:36:49.969323,0
2955,3105,new_message,2026-01-30 16:38:36.462463,1
2956,2654,reactivation,2026-01-30 16:43:51.280342,0
2957,3073,reactivation,2026-01-30 16:42:02.390155,0
2958,2939,promo,2026-01-30 16:36:19.405698,0
2959,2127,reactivation,2026-01-30 16:44:30.952235,0
2960,2148,new_message,2026-01-30 16:39:11.822870,1
2961,18,reactivation,2026-01-30 16:39:01.331017,0
2962,4600,new_message,2026-01-30 16:39:11.629590,1
2963,4128,new_message,2026-01-30 16:36:34.844245,1
2964,4386,promo,2026-01-30 16:35:38.327884,1
2965,1295,new_message,2026-01-30 16:34:51.307094,0
2966,4428,price_drop,2026-01-30 16:40:39.400624,0
2967,1202,reactivation,2026-01-30 16:45:12.525684,0
2968,156,promo,2026-01-30 16:38:42.563726,0
2969,2937,reactivation,2026-01-30 16:34:56.500169,1
2970,1426,promo,2026-01-30 16:44:47.903625,0
2971,2122,promo,2026-01-30 16:41:35.138046,0
2972,1458,new_message,2026-01-30 16:36:53.239957,0
2973,499,new_message,2026-01-30 16:46:00.146372,1
2974,4849,new_message,2026-01-30 16:42:53.115661,0
2975,1557,promo,2026-01-30 16:38:17.360506,0
2976,3510,new_message,2026-01-30 16:39:35.991886,0
2977,2026,new_message,2026-01-30 16:41:58.663569,1
2978,3427,price_drop,2026-01-30 16:36:43.900965,0
2979,2218,new_message,2026-01-30 16:43:27.079207,0
2980,4514,promo,2026-01-30 16:38:21.096217,0
2981,3073,new_message,2026-01-30 16:37:30.145548,0
2982,1414,price_drop,2026-01-30 16:38:06.650554,1
2983,4376,reactivation,2026-01-30 16:39:15.947516,0
2984,1055,reactivation,2026-01-30 16:42:04.475863,0
2985,4729,new_message,2026-01-30 16:38:37.048456,1
2986,138,price_drop,2026-01-30 16:37:03.595337,1
2987,4988,price_drop,2026-01-30 16:37:18.091223,0
2988,3748,promo,2026-01-30 16:41:02.927610,1
2989,272,promo,2026-01-30 16:39:18.736510,0
2990,2472,price_drop,2026-01-30 16:45:40.445510,0
2991,4055,price_drop,2026-01-30 16:38:50.753752,0
2992,1363,promo,2026-01-30 16:34:54.704726,0
2993,2650,promo,2026-01-30 16:36:40.287171,1
2994,3876,new_message,2026-01-30 16:43:01.497573,1
2995,2113,price_drop,2026-01-30 16:35:10.892515,1
2996,3140,new_message,2026-01-30 16:43:31.543839,0
2997,147,new_message,2026-01-30 16:40:21.350952,1
2998,1444,new_message,2026-01-30 16:36:43.157844,0
2999,1143,reactivation,2026-01-30 16:45:49.848737,0
3000,4056,price_drop,2026-01-30 16:43:01.559380,0
3001,1010,reactivation,2026-01-30 16:44:07.222915,0
3002,594,new_message,2026-01-30 16:45:20.103381,0
3003,3978,price_drop,2026-01-30 16:41:19.074169,1
3004,883,new_message,2026-01-30 16:39:21.657699,0
3005,2781,new_message,2026-01-30 16:41:41.396173,1
3006,4187,price_drop,2026-01-30 16:36:27.488048,0
3007,4720,price_drop,2026-01-30 16:40:57.629258,0
3008,1364,reactivation,2026-01-30 16:42:18.170538,1
3009,4053,new_message,2026-01-30 16:38:02.647074,1
3010,4287,promo,2026-01-30 16:39:50.602672,0
3011,4716,reactivation,2026-01-30 16:35:27.316576,0
3012,774,reactivation,2026-01-30 16:42:28.930430,0
3013,630,new_message,2026-01-30 16:46:46.366118,1
3014,521,price_drop,2026-01-30 16:37:26.669418,0
3015,3557,price_drop,2026-01-30 16:38:12.392651,0
3016,1408,promo,2026-01-30 16:34:56.579579,0
3017,1596,promo,2026-01-30 16:36:38.141096,0
3018,4916,new_message,2026-01-30 16:37:37.219162,0
3019,2569,price_drop,2026-01-30 16:46:01.051355,1
3020,2144,promo,2026-01-30 16:46:14.576707,0
3021,1313,new_message,2026-01-30 16:36:05.262073,0
3022,2144,new_message,2026-01-30 16:42:46.381949,0
3023,4259,price_drop,2026-01-30 16:35:25.713201,0
3024,1497,promo,2026-01-30 16:36:08.366950,1
3025,605,reactivation,2026-01-30 16:35:38.924188,1
3026,3984,price_drop,2026-01-30 16:36:28.857394,0
3027,4504,price_drop,2026-01-30 16:46:11.155207,0
3028,3263,promo,2026-01-30 16:37:46.890564,1
3029,844,price_drop,2026-01-30 16:41:16.657140,0
3030,1833,price_drop,2026-01-30 16:39:44.051170,0
3031,4052,promo,2026-01-30 16:38:23.933662,0
3032,788,new_message,2026-01-30 16:39:42.752605,1
3033,472,new_message,2026-01-30 16:39:49.001444,1
3034,921,reactivation,2026-01-30 16:39:40.285976,0
3035,2628,new_message,2026-01-30 16:37:13.644172,0
3036,4665,new_message,2026-01-30 16:46:43.705348,1
3037,983,price_drop,2026-01-30 16:43:38.306990,1
3038,637,promo,2026-01-30 16:36:18.953275,0
3039,4496,reactivation,2026-01-30 16:39:04.969556,0
3040,3562,promo,2026-01-30 16:37:41.598481,0
3041,3446,reactivation,2026-01-30 16:41:40.995196,0
3042,2343,new_message,2026-01-30 16:44:27.022050,1
3043,2784,promo,2026-01-30 16:35:51.101943,0
3044,1591,reactivation,2026-01-30 16:36:50.199503,0
3045,57,promo,2026-01-30 16:45:51.064565,1
3046,3981,promo,2026-01-30 16:42:00.813958,1
3047,1700,reactivation,2026-01-30 16:37:51.946654,0
3048,2107,promo,2026-01-30 16:43:12.199389,0
3049,2966,new_message,2026-01-30 16:44:03.866528,0
3050,1814,reactivation,2026-01-30 16:45:40.281051,1
3051,3694,reactivation,2026-01-30 16:35:12.354390,0
3052,1851,promo,2026-01-30 16:38:37.031762,1
3053,747,promo,2026-01-30 16:41:40.221422,0
3054,1853,new_message,2026-01-30 16:38:01.756102,0
3055,1845,reactivation,2026-01-30 16:37:40.060591,0
3056,470,reactivation,2026-01-30 16:44:17.096343,0
3057,3908,new_message,2026-01-30 16:43:14.120325,0
3058,40,price_drop,2026-01-30 16:43:12.187763,0
3059,755,promo,2026-01-30 16:37:52.268187,0
3060,2438,new_message,2026-01-30 16:43:30.554973,0
3061,180,price_drop,2026-01-30 16:45:31.128904,0
3062,3731,price_drop,2026-01-30 16:44:32.976246,0
3063,850,promo,2026-01-30 16:43:51.060009,1
3064,2518,reactivation,2026-01-30 16:37:56.430842,0
3065,42,new_message,2026-01-30 16:36:28.114595,1
3066,736,promo,2026-01-30 16:35:36.605963,1
3067,2989,reactivation,2026-01-30 16:35:43.768750,1
3068,3786,promo,2026-01-30 16:39:44.384042,0
3069,1080,price_drop,2026-01-30 16:34:59.226000,0
3070,3888,promo,2026-01-30 16:42:08.513677,0
3071,994,reactivation,2026-01-30 16:35:21.235678,1
3072,3714,new_message,2026-01-30 16:39:08.171505,1
3073,975,price_drop,2026-01-30 16:42:24.926222,0
3074,3219,price_drop,2026-01-30 16:35:16.033181,0
3075,1301,promo,2026-01-30 16:36:52.177613,0
3076,1408,new_message,2026-01-30 16:44:06.580748,0
